No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,33312,32184,36000,OKE19,reguler
2,J&T Express,33312,29111,40000,EZ,reguler
3,SiCepat,91361,94111,31000,SIUNT,reguler
4,JNE,33312,31654,36000,OKE19,reguler
5,SiCepat,22611,24111,31000,SIUNT,reguler
6,SiCepat,22611,24511,25000,SIUNT,reguler
7,SiCepat,22611,28411,25000,SIUNT,reguler
8,SiCepat,22611,28411,25000,SIUNT,reguler
9,SiCepat,22611,24413,25000,SIUNT,reguler
10,SiCepat,22611,28411,25000,SIUNT,reguler
11,SiCepat,22611,28711,34500,SIUNT,reguler
12,SiCepat,91361,71419,56500,SIUNT,reguler
13,JNE,33312,31214,36000,OKE19,reguler
14,SiCepat,22611,24416,25000,SIUNT,reguler
15,SiCepat,22611,28111,20500,SIUNT,reguler
16,J&T Express,91361,94971,65000,EZ,reguler
17,SiCepat,91361,93881,55000,SIUNT,reguler
18,SiCepat,22611,24413,25000,SIUNT,reguler
19,SiCepat,91361,90111,7500,SIUNT,reguler
20,J&T Express,91361,95953,74000,EZ,reguler
21,JNE,91361,73513,81000,OKE19,reguler
22,SiCepat,22611,27411,26000,SIUNT,reguler
23,J&T Express,33312,29111,40000,EZ,reguler
24,SiCepat,22611,22392,29500,SIUNT,reguler
25,J&T Express,33312,29427,42000,EZ,reguler
26,SiCepat,22611,27511,40000,SIUNT,reguler
27,J&T Express,33312,79513,56000,EZ,reguler
28,SiCepat,22611,29511,34000,SIUNT,reguler
29,J&T Express,33312,79465,57000,EZ,reguler
30,JNE,33312,30655,36000,OKE19,reguler
31,JNE,33312,37111,61000,OKE19,reguler
32,SiCepat,91361,92917,16000,SIUNT,reguler
33,J&T Express,33312,34684,46000,EZ,reguler
34,J&T Express,91361,93753,62000,EZ,reguler
35,J&T Express,33312,79465,57000,EZ,reguler
36,SiCepat,91361,76143,46000,SIUNT,reguler
37,SiCepat,22611,21211,11500,SIUNT,reguler
38,J&T Express,33312,38956,47000,EZ,reguler
39,J&T Express,33312,78852,56000,EZ,reguler
40,SiCepat,22611,20811,11500,SIUNT,reguler
41,J&T Express,33312,79465,57000,EZ,reguler
42,SiCepat,22611,21411,11500,SIUNT,reguler
43,SiCepat,91361,92711,15500,SIUNT,reguler
44,J&T Express,91361,76111,28000,EZ,reguler
45,SiCepat,22611,28711,34500,SIUNT,reguler
46,SiCepat,22611,24261,31000,SIUNT,reguler
47,SiCepat,22611,20111,8500,SIUNT,reguler
48,J&T Express,91361,96362,58000,EZ,reguler
49,SiCepat,91361,95511,42000,SIUNT,reguler
50,SiCepat,22611,28911,34500,SIUNT,reguler
51,SiCepat,22611,25111,23500,SIUNT,reguler
52,SiCepat,22611,23671,25000,SIUNT,reguler
53,J&T Express,33312,35111,37000,EZ,reguler
54,J&T Express,33312,35367,47000,EZ,reguler
55,SiCepat,22611,29511,34000,SIUNT,reguler
56,SiCepat,91361,71513,57000,SIUNT,reguler
57,SiCepat,22611,28411,25000,SIUNT,reguler
58,SiCepat,22611,22711,11500,SIUNT,reguler
59,SiCepat,91361,74261,65500,SIUNT,reguler
60,JNE,91361,74413,81000,OKE19,reguler
61,JNE,91361,91361,6000,CTC19,reguler
62,SiCepat,22611,27383,40000,SIUNT,reguler
63,SiCepat,22611,20511,11500,SIUNT,reguler
64,JNE,33312,31411,36000,OKE19,reguler
65,J&T Express,91361,94561,54000,EZ,reguler
66,SiCepat,91361,91211,16000,SIUNT,reguler
67,SiCepat,22611,20511,11500,SIUNT,reguler
68,J&T Express,33312,34611,47000,EZ,reguler
69,J&T Express,33312,38118,37000,EZ,reguler
70,J&T Express,22611,26566,40000,EZ,reguler
71,JNE,91361,75683,89000,OKE19,reguler
72,J&T Express,33312,34157,47000,EZ,reguler
73,SiCepat,22611,23242,21000,SIUNT,reguler
74,J&T Express,33312,78873,56000,EZ,reguler
75,J&T Express,33312,35367,47000,EZ,reguler
76,J&T Express,33312,35592,46000,EZ,reguler
77,SiCepat,91361,91561,15000,SIUNT,reguler
78,JNE,33312,33312,6000,CTC19,reguler
79,SiCepat,91361,92711,15500,SIUNT,reguler
80,JNE,91361,93572,60000,OKE19,reguler
81,J&T Express,33312,78557,57000,EZ,reguler
82,JNE,33312,30111,26000,OKE19,reguler
83,SiCepat,22611,25111,23500,SIUNT,reguler
84,JNE,33312,28383,60000,OKE19,reguler
85,SiCepat,91361,71215,56500,SIUNT,reguler
86,SiCepat,22611,20995,11500,SIUNT,reguler
87,SiCepat,22611,24651,25000,SIUNT,reguler
88,SiCepat,22611,20995,11500,SIUNT,reguler
89,SiCepat,91361,71419,56500,SIUNT,reguler
90,J&T Express,91361,93111,26000,EZ,reguler
91,SiCepat,22611,20511,11500,SIUNT,reguler
92,J&T Express,33312,29319,53000,EZ,reguler
93,JNE,33312,31511,31000,OKE19,reguler
94,SiCepat,22611,29511,34000,SIUNT,reguler
95,SiCepat,22611,22711,11500,SIUNT,reguler
96,SiCepat,22611,22411,11500,SIUNT,reguler
97,SiCepat,22611,24352,25000,SIUNT,reguler
98,SiCepat,22611,20811,11500,SIUNT,reguler
99,SiCepat,22611,20511,11500,SIUNT,reguler
100,J&T Express,91361,93711,55000,EZ,reguler
