No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,J&T Express,33312,74161,75000,EZ,reguler
2,J&T Express,22611,25673,40000,EZ,reguler
3,JNE,91361,93411,49000,OKE19,reguler
4,SiCepat,22611,28763,34500,SIUNT,reguler
5,JNE,33312,31311,31000,OKE19,reguler
6,J&T Express,33312,29111,40000,EZ,reguler
7,SiCepat,91361,92711,15500,SIUNT,reguler
8,J&T Express,33312,34157,47000,EZ,reguler
9,SiCepat,22611,20511,11500,SIUNT,reguler
10,SiCepat,22611,20995,11500,SIUNT,reguler
11,J&T Express,33312,34194,47000,EZ,reguler
12,J&T Express,33312,34157,47000,EZ,reguler
13,JNE,33312,31661,36000,OKE19,reguler
14,JNE,33312,30611,31000,OKE19,reguler
15,JNE,33312,31411,36000,OKE19,reguler
16,JNE,33312,30111,26000,OKE19,reguler
17,J&T Express,33312,35611,47000,EZ,reguler
18,SiCepat,91361,95231,37000,SIUNT,reguler
19,SiCepat,91361,75511,64500,SIUNT,reguler
20,JNE,22611,24184,42000,OKE19,reguler
21,J&T Express,91361,94356,45000,EZ,reguler
22,SiCepat,22611,20811,11500,SIUNT,reguler
23,SiCepat,22611,28811,25000,SIUNT,reguler
24,J&T Express,91361,94711,56000,EZ,reguler
25,SiCepat,22611,24261,31000,SIUNT,reguler
26,JNE,33312,30655,36000,OKE19,reguler
27,SiCepat,22611,21455,25000,SIUNT,reguler
28,SiCepat,22611,28557,25000,SIUNT,reguler
29,SiCepat,22611,20111,8500,SIUNT,reguler
30,SiCepat,91361,90711,15500,SIUNT,reguler
31,SiCepat,91361,92111,7500,SIUNT,reguler
32,J&T Express,33312,34611,47000,EZ,reguler
33,JNE,33312,33214,9000,OKE19,reguler
34,J&T Express,33312,79513,56000,EZ,reguler
35,JNE,91361,90611,15000,OKE19,reguler
36,SiCepat,22611,20511,11500,SIUNT,reguler
37,J&T Express,33312,34877,47000,EZ,reguler
38,J&T Express,33312,35111,37000,EZ,reguler
39,SiCepat,22611,23242,21000,SIUNT,reguler
40,J&T Express,91361,96112,31000,EZ,reguler
41,SiCepat,91361,91121,15500,SIUNT,reguler
42,JNE,33312,36611,56000,OKE19,reguler
43,J&T Express,33312,34194,47000,EZ,reguler
44,SiCepat,22611,20511,11500,SIUNT,reguler
45,JNE,91361,93771,49000,OKE19,reguler
46,JNE,33312,37311,56000,OKE19,reguler
47,SiCepat,22611,28411,25000,SIUNT,reguler
48,J&T Express,33312,78243,39000,EZ,reguler
49,SiCepat,22611,21464,25000,SIUNT,reguler
50,JNE,33312,31411,36000,OKE19,reguler
51,J&T Express,33312,29111,40000,EZ,reguler
52,JNE,33312,30655,36000,OKE19,reguler
53,SiCepat,22611,20511,11500,SIUNT,reguler
54,SiCepat,22611,21255,11500,SIUNT,reguler
55,JNE,91361,93571,60000,OKE19,reguler
56,SiCepat,22611,27411,26000,SIUNT,reguler
57,JNE,33312,36364,61000,OKE19,reguler
58,J&T Express,33312,33411,28000,EZ,reguler
59,J&T Express,91361,94561,54000,EZ,reguler
