No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,33312,32184,36000,OKE19,reguler
2,J&T Express,33312,35376,46000,EZ,reguler
3,SiCepat,22611,28411,25000,SIUNT,reguler
4,SiCepat,22611,20111,8500,SIUNT,reguler
5,J&T Express,91361,94971,65000,EZ,reguler
6,SiCepat,22611,20111,8500,SIUNT,reguler
7,SiCepat,22611,23764,31000,SIUNT,reguler
8,J&T Express,33312,34764,47000,EZ,reguler
9,SiCepat,91361,90111,7500,SIUNT,reguler
10,SiCepat,22611,23891,52500,SIUNT,reguler
11,J&T Express,33312,35592,46000,EZ,reguler
12,SiCepat,22611,20511,11500,SIUNT,reguler
13,JNE,91361,91311,15000,OKE19,reguler
14,SiCepat,91361,75511,64500,SIUNT,reguler
15,SiCepat,22611,24352,25000,SIUNT,reguler
16,SiCepat,91361,91992,16000,SIUNT,reguler
17,SiCepat,22611,22392,29500,SIUNT,reguler
18,JNE,22611,23681,42000,OKE19,reguler
19,SiCepat,22611,20811,11500,SIUNT,reguler
20,SiCepat,22611,24111,31000,SIUNT,reguler
21,JNE,33312,31311,31000,OKE19,reguler
22,J&T Express,91361,76111,28000,EZ,reguler
23,JNE,33312,33214,9000,OKE19,reguler
24,J&T Express,33312,34157,47000,EZ,reguler
25,JNE,33312,31661,36000,OKE19,reguler
26,SiCepat,91361,92711,15500,SIUNT,reguler
27,SiCepat,91361,90911,15500,SIUNT,reguler
28,JNE,33312,30111,26000,OKE19,reguler
29,SiCepat,22611,20111,8500,SIUNT,reguler
30,SiCepat,22611,25511,26000,SIUNT,reguler
31,J&T Express,22611,26311,40000,EZ,reguler
32,SiCepat,91361,92111,7500,SIUNT,reguler
33,J&T Express,91361,94356,45000,EZ,reguler
34,SiCepat,22611,26164,40000,SIUNT,reguler
35,JNE,33312,30911,36000,OKE19,reguler
36,JNE,91361,91361,6000,CTC19,reguler
37,JNE,33312,32184,36000,OKE19,reguler
38,JNE,33312,36514,61000,OKE19,reguler
39,J&T Express,91361,73112,48000,EZ,reguler
40,JNE,91361,91853,20000,OKE19,reguler
41,JNE,33312,30655,36000,OKE19,reguler
42,J&T Express,33312,79465,57000,EZ,reguler
