No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,SiCepat,22611,22911,11500,SIUNT,reguler
2,SiCepat,91361,96266,52000,SIUNT,reguler
3,SiCepat,91361,90511,7500,SIUNT,reguler
4,JNE,33312,36514,61000,OKE19,reguler
5,SiCepat,91361,91911,16000,SIUNT,reguler
6,SiCepat,22611,20511,11500,SIUNT,reguler
7,J&T Express,91361,96112,31000,EZ,reguler
8,SiCepat,22611,28911,34500,SIUNT,reguler
9,JNE,33312,74172,73000,OKE19,reguler
10,JNE,33312,34111,46000,OKE19,reguler
11,SiCepat,22611,24311,25000,SIUNT,reguler
12,J&T Express,22611,22611,25000,EZ,reguler
13,J&T Express,33312,35111,37000,EZ,reguler
14,J&T Express,33312,79465,57000,EZ,reguler
15,JNE,91361,92412,15000,OKE19,reguler
16,SiCepat,22611,20111,8500,SIUNT,reguler
17,J&T Express,91361,96112,31000,EZ,reguler
18,J&T Express,33312,39112,47000,EZ,reguler
19,JNE,33312,28755,65000,OKE19,reguler
20,SiCepat,22611,24352,25000,SIUNT,reguler
21,SiCepat,22611,28811,25000,SIUNT,reguler
22,SiCepat,22611,21211,11500,SIUNT,reguler
23,JNE,33312,30611,31000,OKE19,reguler
24,SiCepat,22611,20511,11500,SIUNT,reguler
25,J&T Express,91361,76111,28000,EZ,reguler
26,J&T Express,91361,94561,54000,EZ,reguler
27,J&T Express,33312,78557,57000,EZ,reguler
28,JNE,33312,30655,36000,OKE19,reguler
29,SiCepat,91361,90111,7500,SIUNT,reguler
30,SiCepat,91361,91512,15000,SIUNT,reguler
31,J&T Express,33312,78611,56000,EZ,reguler
32,SiCepat,22611,20111,8500,SIUNT,reguler
33,J&T Express,33312,36128,39000,EZ,reguler
34,J&T Express,22611,22611,25000,EZ,reguler
35,SiCepat,91361,74261,65500,SIUNT,reguler
36,J&T Express,91361,93711,55000,EZ,reguler
37,J&T Express,91361,91371,17000,EZ,reguler
38,SiCepat,22611,28111,20500,SIUNT,reguler
39,SiCepat,91361,75111,47500,SIUNT,reguler
