No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,74413,74161,19000,OKE19,reguler
2,JNE,31654,25673,51000,OKE19,reguler
3,JNE,90911,93411,49000,OKE19,reguler
4,JNE,31654,28763,45000,OKE19,reguler
5,JNE,31654,31311,15000,OKE19,reguler
6,J&T Express,31654,29111,43000,EZ,reguler
7,JNE,90911,92711,20000,OKE19,reguler
8,JNE,31654,34157,36000,OKE19,reguler
9,JNE,22111,20511,15000,REG19,reguler
10,J&T Express,22111,20995,15000,EZ,reguler
11,JNE,31654,34194,36000,OKE19,reguler
12,JNE,31654,34157,36000,OKE19,reguler
13,JNE,31654,31661,15000,CTC19,reguler
14,JNE,31654,30611,15000,OKE19,reguler
15,JNE,31654,31411,20000,OKE19,reguler
17,JNE,31654,35611,36000,OKE19,reguler
18,JNE,96254,95231,25000,OKE19,reguler
19,J&T Express,74413,75511,41000,EZ,reguler
20,J&T Express,22111,24184,31000,EZ,reguler
21,J&T Express,96254,94356,67000,EZ,reguler
22,JNE,22111,20811,15000,REG19,reguler
23,J&T Express,22111,28811,41000,EZ,reguler
24,JNE,96254,94711,60000,OKE19,reguler
25,J&T Express,22111,24261,31000,EZ,reguler
26,JNE,31654,30655,15000,OKE19,reguler
27,J&T Express,22111,21455,18000,EZ,reguler
28,JNE,22111,28557,38000,OKE19,reguler
29,JNE,22111,20111,10000,REG19,reguler
30,JNE,90911,90711,20000,OKE19,reguler
31,J&T Express,90911,92111,14000,EZ,reguler
32,JNE,31654,34611,36000,OKE19,reguler
33,JNE,31654,33214,35000,OKE19,reguler
34,J&T Express,74413,79513,42000,EZ,reguler
35,JNE,90911,90611,15000,OKE19,reguler
36,JNE,22111,20511,15000,REG19,reguler
37,JNE,31654,34877,36000,OKE19,reguler
38,JNE,31654,35111,24000,OKE19,reguler
39,J&T Express,22111,23242,22000,EZ,reguler
40,JNE,96254,96112,24000,OKE19,reguler
41,JNE,90911,91121,17000,OKE19,reguler
42,JNE,31654,36611,33000,OKE19,reguler
43,JNE,31654,34194,36000,OKE19,reguler
44,JNE,22111,20511,15000,REG19,reguler
45,JNE,90911,93771,49000,OKE19,reguler
46,JNE,31654,37311,33000,OKE19,reguler
47,JNE,31654,28411,39000,OKE19,reguler
48,J&T Express,74413,78243,29000,EZ,reguler
49,JNE,22111,21464,15000,REG19,reguler
50,JNE,31654,31411,20000,OKE19,reguler
51,J&T Express,31654,29111,43000,EZ,reguler
52,JNE,31654,30655,15000,OKE19,reguler
53,JNE,22111,20511,15000,REG19,reguler
54,JNE,22111,21255,15000,REG19,reguler
55,J&T Express,90911,93571,57000,EZ,reguler
56,J&T Express,31654,27411,41000,EZ,reguler
57,JNE,31654,36364,39000,OKE19,reguler
58,J&T Express,31654,33411,40000,EZ,reguler
59,J&T Express,96254,94561,68000,EZ,reguler
60,J&T Express,22111,24416,27000,EZ,reguler
61,JNE,22111,20111,10000,REG19,reguler
62,JNE,31654,37162,39000,OKE19,reguler
63,JNE,31654,36128,27000,OKE19,reguler
64,J&T Express,22111,21161,17000,EZ,reguler
65,JNE,22111,20511,15000,REG19,reguler
66,J&T Express,74413,70117,22000,EZ,reguler
67,J&T Express,96254,77211,106000,EZ,reguler
68,J&T Express,74413,78391,33000,EZ,reguler
