No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,J&T Express,22111,22911,18000,EZ,reguler
2,J&T Express,96254,96266,33000,EZ,reguler
3,JNE,90911,90511,9000,OKE19,reguler
4,JNE,31654,36514,39000,OKE19,reguler
5,JNE,90911,91911,17000,OKE19,reguler
6,JNE,22111,20511,15000,REG19,reguler
7,JNE,96254,96112,24000,OKE19,reguler
8,J&T Express,22111,28911,41000,EZ,reguler
9,JNE,74413,74172,15000,OKE19,reguler
10,JNE,31654,34111,30000,OKE19,reguler
11,J&T Express,22111,24311,27000,EZ,reguler
12,J&T Express,22111,22611,18000,EZ,reguler
13,JNE,31654,35111,24000,OKE19,reguler
14,J&T Express,74413,79465,42000,EZ,reguler
15,JNE,90911,92412,15000,OKE19,reguler
16,JNE,22111,20111,10000,REG19,reguler
17,JNE,96254,96112,24000,OKE19,reguler
18,JNE,31654,39112,36000,OKE19,reguler
19,JNE,31654,28755,45000,OKE19,reguler
20,J&T Express,22111,24352,27000,EZ,reguler
21,J&T Express,22111,28811,41000,EZ,reguler
22,JNE,22111,21211,15000,REG19,reguler
23,JNE,31654,30611,15000,OKE19,reguler
24,JNE,22111,20511,15000,REG19,reguler
25,J&T Express,74413,76111,28000,EZ,reguler
26,J&T Express,96254,94561,68000,EZ,reguler
27,JNE,74413,78557,43000,OKE19,reguler
28,JNE,31654,30655,15000,OKE19,reguler
29,JNE,90911,90111,9000,OKE19,reguler
30,JNE,90911,91512,20000,OKE19,reguler
31,J&T Express,74413,78611,42000,EZ,reguler
32,JNE,22111,20111,10000,REG19,reguler
33,JNE,31654,36128,27000,OKE19,reguler
34,J&T Express,22111,22611,18000,EZ,reguler
35,JNE,74413,74261,19000,OKE19,reguler
36,JNE,90911,93711,60000,OKE19,reguler
37,JNE,90911,91371,29000,OKE19,reguler
38,JNE,31654,28111,33000,OKE19,reguler
39,J&T Express,74413,75111,30000,EZ,reguler
40,JNE,31654,28411,39000,OKE19,reguler
41,JNE,31654,37571,39000,OKE19,reguler
42,JNE,31654,37311,33000,OKE19,reguler
43,JNE,22111,22111,7000,CTC19,reguler
44,J&T Express,22111,24476,31000,EZ,reguler
45,J&T Express,31654,25111,34000,EZ,reguler
46,J&T Express,74413,75511,41000,EZ,reguler
47,JNE,90911,90111,9000,OKE19,reguler
48,JNE,31654,32184,20000,OKE19,reguler
49,JNE,31654,37211,39000,OKE19,reguler
50,JNE,22111,22711,15000,REG19,reguler
51,J&T Express,22111,26566,42000,EZ,reguler
52,JNE,31654,34684,36000,OKE19,reguler
53,JNE,31654,31511,20000,OKE19,reguler
54,JNE,31654,35376,36000,OKE19,reguler
55,J&T Express,31654,29427,34000,EZ,reguler
56,JNE,22111,22211,10000,REG19,reguler
57,JNE,96254,96112,24000,OKE19,reguler
58,J&T Express,74413,78243,29000,EZ,reguler
59,JNE,22111,20111,10000,REG19,reguler
60,J&T Express,74413,79465,42000,EZ,reguler
61,JNE,90911,90511,9000,OKE19,reguler
62,JNE,90911,92511,20000,OKE19,reguler
63,JNE,22111,21255,15000,REG19,reguler
64,J&T Express,22111,26566,42000,EZ,reguler
65,J&T Express,22111,24382,31000,EZ,reguler
66,J&T Express,31654,27211,50000,EZ,reguler
67,JNE,31654,34877,36000,OKE19,reguler
68,JNE,31654,35111,24000,OKE19,reguler
69,JNE,31654,38878,42000,OKE19,reguler
70,JNE,31654,39265,42000,OKE19,reguler
71,JNE,22111,20811,15000,REG19,reguler
72,JNE,31654,30111,15000,OKE19,reguler
73,JNE,31654,32184,20000,OKE19,reguler
74,J&T Express,22111,20995,15000,EZ,reguler
75,JNE,90911,93671,60000,OKE19,reguler
76,J&T Express,74413,73881,32000,EZ,reguler
77,J&T Express,74413,72163,30000,EZ,reguler
78,JNE,31654,35376,36000,OKE19,reguler
79,JNE,31654,28111,33000,OKE19,reguler
80,JNE,31654,34157,36000,OKE19,reguler
81,J&T Express,96254,94971,40000,EZ,reguler
82,J&T Express,22111,24382,31000,EZ,reguler
83,JNE,31654,39115,36000,OKE19,reguler
84,JNE,90911,91711,15000,OKE19,reguler
85,JNE,90911,92917,20000,OKE19,reguler
86,JNE,90911,91561,20000,OKE19,reguler
87,JNE,22111,22111,7000,CTC19,reguler
