No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,J&T Express,31654,32184,21000,EZ,reguler
2,J&T Express,31654,29111,43000,EZ,reguler
3,J&T Express,90911,94111,36000,EZ,reguler
4,J&T Express,31654,31654,22000,EZ,reguler
5,J&T Express,22111,24111,31000,EZ,reguler
6,J&T Express,22111,24511,31000,EZ,reguler
7,J&T Express,31654,28411,50000,EZ,reguler
8,J&T Express,31654,28411,50000,EZ,reguler
9,J&T Express,22111,24413,27000,EZ,reguler
10,J&T Express,31654,28411,50000,EZ,reguler
11,J&T Express,31654,28711,60000,EZ,reguler
12,J&T Express,74413,71419,35000,EZ,reguler
13,J&T Express,31654,31214,30000,EZ,reguler
14,J&T Express,22111,24416,27000,EZ,reguler
15,J&T Express,31654,28111,35000,EZ,reguler
16,J&T Express,96254,94971,40000,EZ,reguler
17,J&T Express,90911,93881,71000,EZ,reguler
18,J&T Express,22111,24413,27000,EZ,reguler
19,J&T Express,90911,90111,14000,EZ,reguler
20,J&T Express,96254,95953,38000,EZ,reguler
21,J&T Express,74413,73513,20000,EZ,reguler
22,J&T Express,31654,27411,41000,EZ,reguler
23,J&T Express,31654,29111,43000,EZ,reguler
24,J&T Express,22111,22392,18000,EZ,reguler
25,J&T Express,31654,29427,34000,EZ,reguler
26,J&T Express,31654,27511,101000,EZ,reguler
27,J&T Express,74413,79513,42000,EZ,reguler
28,J&T Express,31654,29511,60000,EZ,reguler
29,J&T Express,74413,79465,42000,EZ,reguler
30,J&T Express,31654,30655,21000,EZ,reguler
31,J&T Express,31654,37111,56000,EZ,reguler
32,J&T Express,90911,92917,34000,EZ,reguler
33,J&T Express,31654,34684,53000,EZ,reguler
34,J&T Express,90911,93753,71000,EZ,reguler
35,J&T Express,74413,79465,42000,EZ,reguler
36,J&T Express,74413,76143,34000,EZ,reguler
37,J&T Express,22111,21211,18000,EZ,reguler
38,J&T Express,31654,38956,50000,EZ,reguler
39,J&T Express,74413,78852,32000,EZ,reguler
40,J&T Express,22111,20811,17000,EZ,reguler
41,J&T Express,74413,79465,42000,EZ,reguler
42,J&T Express,22111,21411,18000,EZ,reguler
43,J&T Express,90911,92711,32000,EZ,reguler
44,J&T Express,74413,76111,28000,EZ,reguler
45,J&T Express,31654,28711,60000,EZ,reguler
46,J&T Express,22111,24261,31000,EZ,reguler
47,J&T Express,22111,20111,15000,EZ,reguler
48,J&T Express,96254,96362,33000,EZ,reguler
49,J&T Express,96254,95511,38000,EZ,reguler
50,J&T Express,22111,28911,41000,EZ,reguler
51,J&T Express,31654,25111,34000,EZ,reguler
52,J&T Express,22111,23671,31000,EZ,reguler
53,J&T Express,31654,35111,28000,EZ,reguler
54,J&T Express,31654,35367,44000,EZ,reguler
55,J&T Express,31654,29511,60000,EZ,reguler
56,J&T Express,74413,71513,28000,EZ,reguler
57,J&T Express,31654,28411,50000,EZ,reguler
58,J&T Express,22111,22711,18000,EZ,reguler
59,J&T Express,74413,74261,32000,EZ,reguler
60,J&T Express,74413,74413,6000,EZ,reguler
61,J&T Express,90911,91361,32000,EZ,reguler
62,J&T Express,31654,27383,50000,EZ,reguler
63,ID Express,22111,20511,16000,iDSTD,reguler
64,J&T Express,31654,31411,21000,EZ,reguler
65,J&T Express,96254,94561,68000,EZ,reguler
66,J&T Express,90911,91211,34000,EZ,reguler
67,JNE,22111,20511,15000,REG19,reguler
68,JNE,31654,34611,36000,OKE19,reguler
69,JNE,31654,38118,30000,OKE19,reguler
70,J&T Express,22111,26566,42000,EZ,reguler
71,JNE,90911,75683,89000,OKE19,reguler
72,JNE,31654,34157,36000,OKE19,reguler
73,J&T Express,22111,23242,22000,EZ,reguler
74,J&T Express,74413,78873,41000,EZ,reguler
75,JNE,31654,35367,36000,OKE19,reguler
76,JNE,31654,35592,36000,OKE19,reguler
77,JNE,90911,91561,20000,OKE19,reguler
78,JNE,31654,33312,35000,OKE19,reguler
79,JNE,90911,92711,20000,OKE19,reguler
80,JNE,90911,93572,60000,OKE19,reguler
81,JNE,74413,78557,43000,OKE19,reguler
82,JNE,31654,30111,15000,OKE19,reguler
83,J&T Express,31654,25111,34000,EZ,reguler
84,JNE,31654,28383,39000,OKE19,reguler
85,J&T Express,74413,71215,30000,EZ,reguler
86,J&T Express,22111,20995,15000,EZ,reguler
87,J&T Express,22111,24651,31000,EZ,reguler
88,J&T Express,22111,20995,15000,EZ,reguler
89,JNE,74413,71419,31000,OKE19,reguler
90,J&T Express,90911,93111,29000,EZ,reguler
91,JNE,22111,20511,15000,REG19,reguler
92,JNE,31654,29319,39000,OKE19,reguler
93,JNE,31654,31511,20000,OKE19,reguler
94,JNE,31654,29511,45000,OKE19,reguler
95,JNE,22111,22711,15000,REG19,reguler
96,JNE,22111,22411,15000,REG19,reguler
97,J&T Express,22111,24352,27000,EZ,reguler
98,JNE,22111,20811,15000,REG19,reguler
99,JNE,22111,20511,15000,REG19,reguler
100,JNE,90911,93711,60000,OKE19,reguler
