No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,31654,32184,20000,OKE19,reguler
2,JNE,31654,35376,36000,OKE19,reguler
3,JNE,31654,28411,39000,OKE19,reguler
4,JNE,22111,20111,10000,REG19,reguler
5,J&T Express,96254,94971,40000,EZ,reguler
6,JNE,22111,20111,10000,REG19,reguler
7,J&T Express,22111,23764,27000,EZ,reguler
8,JNE,31654,34764,36000,OKE19,reguler
9,JNE,90911,90111,9000,OKE19,reguler
10,JNE,22111,23891,54000,REG19,reguler
11,JNE,31654,35592,36000,OKE19,reguler
12,JNE,22111,20511,15000,REG19,reguler
13,JNE,90911,91311,15000,OKE19,reguler
14,J&T Express,74413,75511,41000,EZ,reguler
15,J&T Express,22111,24352,27000,EZ,reguler
16,JNE,90911,91992,20000,OKE19,reguler
17,J&T Express,22111,22392,18000,EZ,reguler
18,J&T Express,22111,23681,31000,EZ,reguler
19,JNE,22111,20811,15000,REG19,reguler
20,J&T Express,22111,24111,31000,EZ,reguler
21,JNE,31654,31311,15000,OKE19,reguler
22,J&T Express,74413,76111,28000,EZ,reguler
23,JNE,31654,33214,35000,OKE19,reguler
24,JNE,31654,34157,36000,OKE19,reguler
25,JNE,31654,31661,15000,CTC19,reguler
26,JNE,90911,92711,20000,OKE19,reguler
27,JNE,90911,90911,6000,CTC19,reguler
28,JNE,31654,30111,15000,OKE19,reguler
29,JNE,22111,20111,10000,REG19,reguler
30,J&T Express,31654,25511,41000,EZ,reguler
31,J&T Express,22111,26311,42000,EZ,reguler
32,J&T Express,90911,92111,14000,EZ,reguler
33,J&T Express,96254,94356,67000,EZ,reguler
34,J&T Express,31654,26164,50000,EZ,reguler
35,J&T Express,31654,30911,16000,EZ,reguler
36,JNE,90911,91361,20000,OKE19,reguler
37,JNE,31654,32184,20000,OKE19,reguler
38,JNE,31654,36514,39000,OKE19,reguler
39,JNE,74413,73112,15000,OKE19,reguler
40,JNE,90911,91853,20000,OKE19,reguler
41,JNE,31654,30655,15000,OKE19,reguler
42,J&T Express,74413,79465,42000,EZ,reguler
43,J&T Express,74413,78113,29000,EZ,reguler
44,JNE,31654,38571,42000,OKE19,reguler
45,JNE,31654,36514,39000,OKE19,reguler
