No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,J&T Express,60191,74161,49000,EZ,reguler
2,SiCepat,30111,25673,36000,SIUNT,reguler
3,J&T Express,60191,93411,71000,EZ,reguler
4,J&T Express,20111,28763,28000,EZ,reguler
5,J&T Express,30111,31311,13000,EZ,reguler
6,J&T Express,30111,29111,43000,EZ,reguler
7,SiCepat,60191,92711,51500,SIUNT,reguler
8,SiCepat,30111,34157,28000,SIUNT,reguler
9,JNE,20111,20511,10000,REG19,reguler
10,SiCepat,20111,20995,11500,SIUNT,reguler
11,JNE,14440,34194,28000,OKE19,reguler
12,SiCepat,30111,34157,28000,SIUNT,reguler
13,J&T Express,30111,31661,16000,EZ,reguler
14,JNE,30111,30611,14000,OKE19,reguler
15,J&T Express,30111,31411,13000,EZ,reguler
16,ID Express,30111,30111,8500,iDSTD,reguler
17,JNE,14440,35611,28000,OKE19,reguler
18,ID Express,60191,95231,71000,iDSTD,reguler
19,J&T Express,60191,75511,51000,EZ,reguler
20,J&T Express,20111,24184,27000,EZ,reguler
21,ID Express,60191,94356,65000,iDSTD,reguler
22,JNE,20111,20811,10000,REG19,reguler
23,SiCepat,20111,28811,25000,SIUNT,reguler
24,J&T Express,60191,94711,61000,EZ,reguler
25,J&T Express,20111,24261,27000,EZ,reguler
26,ID Express,30111,30655,15000,iDSTD,reguler
27,J&T Express,20111,21455,18000,EZ,reguler
28,JNE,20111,28557,23000,OKE19,reguler
29,ID Express,20111,20111,6500,iDSTD,reguler
30,SiCepat,60191,90711,51500,SIUNT,reguler
31,JNE,60191,92111,45000,OKE19,reguler
32,JNE,30111,34611,30000,OKE19,reguler
33,JNE,30111,33214,29000,OKE19,reguler
34,J&T Express,30111,79513,48000,EZ,reguler
35,J&T Express,60191,90611,47000,EZ,reguler
36,JNE,20111,20511,10000,REG19,reguler
37,JNE,30111,34877,30000,OKE19,reguler
38,JNE,14440,35111,17000,OKE19,reguler
39,JNE,20111,23242,18000,OKE19,reguler
40,ID Express,60191,96112,69000,iDSTD,reguler
41,J&T Express,60191,91121,47000,EZ,reguler
42,JNE,30111,36611,27000,OKE19,reguler
43,JNE,14440,34194,28000,OKE19,reguler
44,JNE,20111,20511,10000,REG19,reguler
45,J&T Express,60191,93771,71000,EZ,reguler
46,JNE,30111,37311,27000,OKE19,reguler
47,JNE,20111,28411,23000,OKE19,reguler
48,J&T Express,30111,78243,31000,EZ,reguler
49,JNE,20111,21464,10000,REG19,reguler
50,J&T Express,30111,31411,13000,EZ,reguler
51,J&T Express,30111,29111,43000,EZ,reguler
52,ID Express,30111,30655,15000,iDSTD,reguler
53,JNE,20111,20511,10000,REG19,reguler
54,JNE,20111,21255,10000,REG19,reguler
55,J&T Express,60191,93571,79000,EZ,reguler
56,SiCepat,30111,27411,35000,SIUNT,reguler
57,JNE,30111,36364,32000,OKE19,reguler
58,J&T Express,30111,33411,35000,EZ,reguler
59,J&T Express,60191,94561,69000,EZ,reguler
60,JNE,20111,24416,23000,OKE19,reguler
61,ID Express,20111,20111,6500,iDSTD,reguler
62,SiCepat,30111,37162,30000,SIUNT,reguler
63,JNE,30111,36128,22000,OKE19,reguler
64,SiCepat,20111,21161,11500,SIUNT,reguler
