No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
0,J&T Express,30111,32184,13000,EZ,reguler
1,J&T Express,30111,29111,43000,EZ,reguler
2,ID Express,60191,94111,53000,iDSTD,reguler
3,J&T Express,30111,31654,17000,EZ,reguler
4,JNE,20111,24111,23000,OKE19,reguler
5,SiCepat,20111,24511,25000,SIUNT,reguler
6,JNE,20111,28411,23000,OKE19,reguler
7,JNE,20111,28411,23000,OKE19,reguler
8,JNE,20111,24413,23000,OKE19,reguler
9,JNE,20111,28411,23000,OKE19,reguler
10,JNE,20111,28711,23000,OKE19,reguler
11,J&T Express,60191,71419,38000,EZ,reguler
12,J&T Express,30111,31214,17000,EZ,reguler
13,JNE,20111,24416,23000,OKE19,reguler
14,J&T Express,20111,28111,17000,EZ,reguler
15,J&T Express,60191,94971,69000,EZ,reguler
16,J&T Express,60191,93881,79000,EZ,reguler
17,JNE,20111,24413,23000,OKE19,reguler
18,ID Express,60191,90111,39000,iDSTD,reguler
19,ID Express,60191,95953,84500,iDSTD,reguler
20,JNE,60191,73513,47000,OKE19,reguler
21,SiCepat,30111,27411,35000,SIUNT,reguler
22,J&T Express,30111,29111,43000,EZ,reguler
23,ID Express,20111,22392,18000,iDSTD,reguler
24,ID Express,30111,29427,28000,iDSTD,reguler
25,SiCepat,30111,27511,36000,SIUNT,reguler
26,J&T Express,30111,79513,48000,EZ,reguler
27,JNE,30111,29511,37000,OKE19,reguler
28,J&T Express,30111,79465,49000,EZ,reguler
29,ID Express,30111,30655,9000,iDSTD,reguler
30,SiCepat,30111,37111,30000,SIUNT,reguler
31,SiCepat,60191,92917,53000,SIUNT,reguler
32,JNE,30111,34684,30000,OKE19,reguler
33,J&T Express,60191,93753,79000,EZ,reguler
34,J&T Express,30111,79465,49000,EZ,reguler
35,J&T Express,60191,76143,47000,EZ,reguler
36,JNE,20111,21211,10000,REG19,reguler
37,JNE,30111,38956,35000,OKE19,reguler
38,J&T Express,30111,78852,48000,EZ,reguler
39,JNE,20111,20811,10000,REG19,reguler
40,J&T Express,30111,79465,49000,EZ,reguler
41,SiCepat,20111,21411,11500,SIUNT,reguler
42,SiCepat,60191,92711,51500,SIUNT,reguler
43,ID Express,60191,76111,39000,iDSTD,reguler
44,JNE,20111,28711,23000,OKE19,reguler
45,J&T Express,20111,24261,27000,EZ,reguler
46,ID Express,20111,20111,6500,iDSTD,reguler
47,ID Express,60191,96362,84500,iDSTD,reguler
48,J&T Express,60191,95511,79000,EZ,reguler
49,J&T Express,20111,28911,28000,EZ,reguler
50,ID Express,30111,25111,28000,iDSTD,reguler
51,SiCepat,20111,23671,25000,SIUNT,reguler
52,JNE,14440,35111,17000,OKE19,reguler
53,JNE,14440,35367,28000,OKE19,reguler
54,JNE,30111,29511,37000,OKE19,reguler
55,JNE,60191,71513,43000,OKE19,reguler
56,JNE,20111,28411,23000,OKE19,reguler
57,JNE,20111,22711,10000,REG19,reguler
58,J&T Express,60191,74261,49000,EZ,reguler
59,JNE,60191,74413,47000,OKE19,reguler
60,J&T Express,60191,91361,55000,EZ,reguler
61,SiCepat,30111,27383,36000,SIUNT,reguler
62,JNE,20111,20511,10000,REG19,reguler
63,J&T Express,30111,31411,13000,EZ,reguler
64,J&T Express,60191,94561,69000,EZ,reguler
65,SiCepat,60191,91211,52500,SIUNT,reguler
66,JNE,20111,20511,10000,REG19,reguler
67,JNE,30111,34611,30000,OKE19,reguler
68,JNE,30111,38118,25000,OKE19,reguler
69,J&T Express,20111,26566,28000,EZ,reguler
70,ID Express,60191,75683,56000,iDSTD,reguler
71,SiCepat,30111,34157,28000,SIUNT,reguler
72,JNE,20111,23242,18000,OKE19,reguler
73,JNE,14440,78873,47000,OKE19,reguler
74,JNE,14440,35367,28000,OKE19,reguler
75,SiCepat,14440,35592,22000,SIUNT,reguler
76,SiCepat,60191,91561,50500,SIUNT,reguler
77,JNE,30111,33312,29000,OKE19,reguler
78,SiCepat,60191,92711,51500,SIUNT,reguler
79,J&T Express,60191,93572,79000,EZ,reguler
80,ID Express,30111,78557,45500,iDSTD,reguler
81,ID Express,30111,30111,8500,iDSTD,reguler
82,ID Express,30111,25111,28000,iDSTD,reguler
83,JNE,30111,28383,32000,OKE19,reguler
84,JNE,60191,71215,43000,OKE19,reguler
85,SiCepat,20111,20995,11500,SIUNT,reguler
86,SiCepat,20111,24651,25000,SIUNT,reguler
87,SiCepat,20111,20995,11500,SIUNT,reguler
88,J&T Express,60191,71419,38000,EZ,reguler
89,ID Express,60191,93111,63000,iDSTD,reguler
90,JNE,20111,20511,10000,REG19,reguler
91,JNE,30111,29319,32000,OKE19,reguler
92,J&T Express,30111,31511,13000,EZ,reguler
93,JNE,30111,29511,37000,OKE19,reguler
94,JNE,20111,22711,10000,REG19,reguler
95,JNE,20111,22411,10000,REG19,reguler
96,JNE,20111,24352,23000,OKE19,reguler
97,JNE,20111,20811,10000,REG19,reguler
98,JNE,20111,20511,10000,REG19,reguler
99,J&T Express,60191,93711,79000,EZ,reguler
