No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
0,SiCepat,20111,22911,11500,SIUNT,reguler
1,SiCepat,60191,96266,52500,SIUNT,reguler
2,SiCepat,60191,90511,51500,SIUNT,reguler
3,JNE,30111,36514,32000,OKE19,reguler
4,J&T Express,60191,91911,47000,EZ,reguler
5,JNE,20111,20511,10000,REG19,reguler
6,ID Express,60191,96112,69000,iDSTD,reguler
7,J&T Express,20111,28911,28000,EZ,reguler
8,J&T Express,60191,74172,41000,EZ,reguler
9,JNE,14440,34111,23000,OKE19,reguler
10,JNE,20111,24311,23000,OKE19,reguler
11,J&T Express,20111,22611,18000,EZ,reguler
12,JNE,14440,35111,17000,OKE19,reguler
13,J&T Express,30111,79465,49000,EZ,reguler
14,J&T Express,60191,92412,47000,EZ,reguler
15,ID Express,20111,20111,6500,iDSTD,reguler
16,ID Express,60191,96112,69000,iDSTD,reguler
17,JNE,30111,39112,30000,OKE19,reguler
18,JNE,30111,28755,37000,OKE19,reguler
19,JNE,20111,24352,23000,OKE19,reguler
20,SiCepat,20111,28811,25000,SIUNT,reguler
21,JNE,20111,21211,10000,REG19,reguler
22,JNE,30111,30611,14000,OKE19,reguler
23,JNE,20111,20511,10000,REG19,reguler
24,ID Express,60191,76111,39000,iDSTD,reguler
25,J&T Express,60191,94561,69000,EZ,reguler
26,ID Express,30111,78557,45500,iDSTD,reguler
27,ID Express,30111,30655,15000,iDSTD,reguler
28,ID Express,60191,90111,39000,iDSTD,reguler
29,SiCepat,60191,91512,50500,SIUNT,reguler
30,J&T Express,30111,78611,48000,EZ,reguler
31,ID Express,20111,20111,6500,iDSTD,reguler
32,JNE,30111,36128,22000,OKE19,reguler
33,J&T Express,20111,22611,18000,EZ,reguler
34,J&T Express,60191,74261,49000,EZ,reguler
35,J&T Express,60191,93711,79000,EZ,reguler
36,J&T Express,60191,91371,55000,EZ,reguler
37,J&T Express,20111,28111,17000,EZ,reguler
38,ID Express,60191,75111,42000,iDSTD,reguler
39,JNE,20111,28411,23000,OKE19,reguler
40,JNE,30111,37571,32000,OKE19,reguler
41,JNE,30111,37311,27000,OKE19,reguler
42,JNE,20111,22111,10000,REG19,reguler
43,ID Express,20111,24476,25000,iDSTD,reguler
44,ID Express,30111,25111,28000,iDSTD,reguler
45,J&T Express,60191,75511,51000,EZ,reguler
46,ID Express,60191,90111,39000,iDSTD,reguler
47,J&T Express,30111,32184,13000,EZ,reguler
48,JNE,30111,37211,32000,OKE19,reguler
49,JNE,20111,22711,10000,REG19,reguler
50,J&T Express,20111,26566,28000,EZ,reguler
51,JNE,30111,34684,30000,OKE19,reguler
52,J&T Express,30111,31511,13000,EZ,reguler
53,JNE,14440,35376,28000,OKE19,reguler
54,ID Express,30111,29427,28000,iDSTD,reguler
55,JNE,20111,22211,10000,REG19,reguler
56,ID Express,60191,96112,69000,iDSTD,reguler
57,J&T Express,30111,78243,31000,EZ,reguler
58,ID Express,20111,20111,6500,iDSTD,reguler
59,J&T Express,30111,79465,49000,EZ,reguler
60,SiCepat,60191,90511,51500,SIUNT,reguler
61,SiCepat,60191,92511,52500,SIUNT,reguler
62,JNE,20111,21255,10000,REG19,reguler
63,J&T Express,20111,26566,28000,EZ,reguler
64,JNE,20111,24382,23000,OKE19,reguler
65,SiCepat,20111,27211,26000,SIUNT,reguler
66,JNE,30111,34877,30000,OKE19,reguler
67,JNE,14440,35111,17000,OKE19,reguler
68,JNE,30111,38878,35000,OKE19,reguler
69,JNE,30111,39265,35000,OKE19,reguler
70,JNE,20111,20811,10000,REG19,reguler
71,ID Express,30111,30111,8500,iDSTD,reguler
72,J&T Express,30111,32184,13000,EZ,reguler
73,SiCepat,20111,20995,11500,SIUNT,reguler
74,SiCepat,60191,93671,72000,SIUNT,reguler
75,,60191,73881,,,reguler
76,,60191,72163,,,reguler
77,JNE,14440,35376,28000,OKE19,reguler
78,J&T Express,20111,28111,17000,EZ,reguler
79,SiCepat,30111,34157,28000,SIUNT,reguler
80,J&T Express,60191,94971,69000,EZ,reguler
