No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,ID Express,78243,74161,70000,iDSTD,reguler
2,J&T Express,78243,25673,52000,EZ,reguler
3,J&T Express,78243,93411,76000,EZ,reguler
4,ID Express,78243,28763,62500,iDSTD,reguler
5,JNE,78243,31311,51000,OKE19,reguler
6,J&T Express,78243,29111,55000,EZ,reguler
7,J&T Express,78243,92711,64000,EZ,reguler
8,SiCepat,78243,34157,47000,SIUNT,reguler
9,ID Express,78243,20511,53000,iDSTD,reguler
10,ID Express,78243,20995,59000,iDSTD,reguler
11,SiCepat,78243,34194,47000,SIUNT,reguler
12,SiCepat,78243,34157,47000,SIUNT,reguler
13,J&T Express,78243,31661,53000,EZ,reguler
14,JNE,78243,30611,51000,OKE19,reguler
15,J&T Express,78243,31411,48000,EZ,reguler
16,ID Express,78243,30111,34000,iDSTD,reguler
17,ID Express,78243,35611,51000,iDSTD,reguler
18,ID Express,78243,95231,64000,iDSTD,reguler
19,J&T Express,78243,75511,65000,EZ,reguler
20,JNE,78243,24184,74000,OKE19,reguler
21,J&T Express,78243,94356,91000,EZ,reguler
22,J&T Express,78243,20811,43000,EZ,reguler
23,J&T Express,78243,28811,53000,EZ,reguler
24,J&T Express,78243,94711,78000,EZ,reguler
25,JNE,78243,24261,74000,OKE19,reguler
26,JNE,78243,30655,56000,OKE19,reguler
27,J&T Express,78243,21455,64000,EZ,reguler
28,SiCepat,78243,28557,56500,SIUNT,reguler
29,ID Express,78243,20111,45000,iDSTD,reguler
30,J&T Express,78243,90711,64000,EZ,reguler
31,JNE,78243,92111,62000,OKE19,reguler
32,J&T Express,78243,34611,52000,EZ,reguler
33,J&T Express,78243,33214,57000,EZ,reguler
34,JNE,78243,79513,11000,OKE19,reguler
35,J&T Express,78243,90611,62000,EZ,reguler
36,ID Express,78243,20511,53000,iDSTD,reguler
37,ID Express,78243,34877,51000,iDSTD,reguler
38,ID Express,78243,35111,33000,iDSTD,reguler
39,ID Express,78243,23242,50000,iDSTD,reguler
40,J&T Express,78243,96112,64000,EZ,reguler
41,SiCepat,78243,91121,63000,SIUNT,reguler
42,JNE,78243,36611,51000,OKE19,reguler
43,SiCepat,78243,34194,47000,SIUNT,reguler
44,ID Express,78243,20511,53000,iDSTD,reguler
45,J&T Express,78243,93771,63000,EZ,reguler
46,JNE,78243,37311,51000,OKE19,reguler
47,SiCepat,78243,28411,56000,SIUNT,reguler
48,ID Express,78243,78243,5500,iDSTD,reguler
49,JNE,78243,21464,64000,OKE19,reguler
50,J&T Express,78243,31411,48000,EZ,reguler
51,J&T Express,78243,29111,55000,EZ,reguler
52,JNE,78243,30655,56000,OKE19,reguler
53,ID Express,78243,20511,53000,iDSTD,reguler
54,SiCepat,78243,21255,62500,SIUNT,reguler
55,J&T Express,78243,93571,94000,EZ,reguler
56,SiCepat,78243,27411,55000,SIUNT,reguler
57,SiCepat,78243,36364,52500,SIUNT,reguler
58,J&T Express,78243,33411,55000,EZ,reguler
59,J&T Express,78243,94561,57000,EZ,reguler
60,J&T Express,78243,24416,65000,EZ,reguler
61,ID Express,78243,20111,45000,iDSTD,reguler
62,SiCepat,78243,37162,48000,SIUNT,reguler
