No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,J&T Express,75683,74161,58000,EZ,reguler
2,J&T Express,22611,25673,40000,EZ,reguler
3,J&T Express,94892,93411,46000,EZ,reguler
4,SiCepat,22611,28763,34500,SIUNT,reguler
5,J&T Express,30911,31311,19000,EZ,reguler
6,ID Express,30911,29111,55000,iDSTD,reguler
7,J&T Express,75683,92711,48000,EZ,reguler
8,JNE,30911,34157,40000,OKE19,reguler
9,SiCepat,22611,20511,11500,SIUNT,reguler
10,SiCepat,22611,20995,11500,SIUNT,reguler
11,JNE,30911,34194,40000,OKE19,reguler
12,JNE,30911,34157,40000,OKE19,reguler
13,JNE,30911,31661,24000,OKE19,reguler
14,J&T Express,30911,30611,19000,EZ,reguler
15,J&T Express,30911,31411,19000,EZ,reguler
16,J&T Express,30911,30111,12000,EZ,reguler
17,JNE,30911,35611,40000,OKE19,reguler
18,J&T Express,94892,95231,55000,EZ,reguler
19,J&T Express,75683,75511,28000,EZ,reguler
20,JNE,22611,24184,42000,OKE19,reguler
21,J&T Express,75683,94356,48000,EZ,reguler
22,SiCepat,22611,20811,11500,SIUNT,reguler
23,SiCepat,22611,28811,25000,SIUNT,reguler
24,J&T Express,94892,94711,20000,EZ,reguler
25,SiCepat,22611,24261,31000,SIUNT,reguler
26,JNE,30911,30655,19000,OKE19,reguler
27,SiCepat,22611,21455,25000,SIUNT,reguler
28,SiCepat,22611,28557,25000,SIUNT,reguler
29,SiCepat,22611,20111,8500,SIUNT,reguler
30,J&T Express,75683,90711,48000,EZ,reguler
31,JNE,75683,92111,49000,OKE19,reguler
32,JNE,30911,34611,40000,OKE19,reguler
33,JNE,30911,33214,39000,OKE19,reguler
34,J&T Express,30911,79513,58000,EZ,reguler
35,J&T Express,75683,90611,47000,EZ,reguler
36,SiCepat,22611,20511,11500,SIUNT,reguler
37,JNE,30911,34877,40000,OKE19,reguler
38,JNE,30911,35111,30000,OKE19,reguler
39,SiCepat,22611,23242,21000,SIUNT,reguler
40,J&T Express,94892,96112,64000,EZ,reguler
41,J&T Express,75683,91121,43000,EZ,reguler
42,JNE,30911,36611,37000,OKE19,reguler
43,JNE,30911,34194,40000,OKE19,reguler
44,SiCepat,22611,20511,11500,SIUNT,reguler
45,J&T Express,94892,93771,46000,EZ,reguler
46,JNE,30911,37311,37000,OKE19,reguler
47,SiCepat,22611,28411,25000,SIUNT,reguler
48,J&T Express,30911,78243,45000,EZ,reguler
49,SiCepat,22611,21464,25000,SIUNT,reguler
50,J&T Express,30911,31411,19000,EZ,reguler
51,ID Express,30911,29111,55000,iDSTD,reguler
52,JNE,30911,30655,19000,OKE19,reguler
53,SiCepat,22611,20511,11500,SIUNT,reguler
54,SiCepat,22611,21255,11500,SIUNT,reguler
55,J&T Express,94892,93571,46000,EZ,reguler
56,SiCepat,22611,27411,26000,SIUNT,reguler
57,JNE,30911,36364,42000,OKE19,reguler
58,J&T Express,30911,33411,49000,EZ,reguler
59,J&T Express,75683,94561,69000,EZ,reguler
60,SiCepat,22611,24416,25000,SIUNT,reguler
