No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,SiCepat,22611,22911,11500,SIUNT,reguler
2,J&T Express,94892,96266,58000,EZ,reguler
3,ID Express,75683,90511,52000,iDSTD,reguler
4,JNE,30911,36514,42000,OKE19,reguler
5,J&T Express,75683,91911,50000,EZ,reguler
6,SiCepat,22611,20511,11500,SIUNT,reguler
7,J&T Express,94892,96112,64000,EZ,reguler
8,SiCepat,22611,28911,34500,SIUNT,reguler
9,J&T Express,75683,74172,54000,EZ,reguler
10,JNE,30911,34111,35000,OKE19,reguler
11,SiCepat,22611,24311,25000,SIUNT,reguler
12,J&T Express,22611,22611,25000,EZ,reguler
13,JNE,30911,35111,30000,OKE19,reguler
14,J&T Express,30911,79465,59000,EZ,reguler
15,J&T Express,75683,92412,50000,EZ,reguler
16,SiCepat,22611,20111,8500,SIUNT,reguler
17,J&T Express,94892,96112,64000,EZ,reguler
18,JNE,30911,39112,40000,OKE19,reguler
19,JNE,30911,28755,47000,OKE19,reguler
20,SiCepat,22611,24352,25000,SIUNT,reguler
21,SiCepat,22611,28811,25000,SIUNT,reguler
22,SiCepat,22611,21211,11500,SIUNT,reguler
23,JNE,30911,30611,19000,OKE19,reguler
24,SiCepat,22611,20511,11500,SIUNT,reguler
25,ID Express,75683,76111,24000,iDSTD,reguler
26,J&T Express,75683,94561,69000,EZ,reguler
27,J&T Express,30911,78557,59000,EZ,reguler
28,JNE,30911,30655,19000,OKE19,reguler
29,J&T Express,75683,90111,47000,EZ,reguler
30,J&T Express,75683,91512,56000,EZ,reguler
31,ID Express,75683,78611,67000,iDSTD,reguler
32,SiCepat,22611,20111,8500,SIUNT,reguler
33,JNE,30911,36128,32000,OKE19,reguler
34,J&T Express,22611,22611,25000,EZ,reguler
35,J&T Express,75683,74261,54000,EZ,reguler
36,J&T Express,94892,93711,46000,EZ,reguler
37,J&T Express,75683,91371,50000,EZ,reguler
38,SiCepat,22611,28111,20500,SIUNT,reguler
39,ID Express,75683,75111,25000,iDSTD,reguler
40,SiCepat,22611,28411,25000,SIUNT,reguler
41,JNE,30911,37571,42000,OKE19,reguler
42,JNE,30911,37311,37000,OKE19,reguler
43,SiCepat,22611,22111,11500,SIUNT,reguler
44,SiCepat,22611,24476,31000,SIUNT,reguler
45,SiCepat,22611,25111,23500,SIUNT,reguler
46,J&T Express,75683,75511,28000,EZ,reguler
47,J&T Express,75683,90111,47000,EZ,reguler
48,J&T Express,30911,32184,19000,EZ,reguler
49,JNE,30911,37211,42000,OKE19,reguler
50,SiCepat,22611,22711,11500,SIUNT,reguler
51,J&T Express,22611,26566,40000,EZ,reguler
52,JNE,30911,34684,40000,OKE19,reguler
53,J&T Express,30911,31511,19000,EZ,reguler
54,JNE,30911,35376,40000,OKE19,reguler
55,JNE,30911,29427,42000,OKE19,reguler
56,JNE,22611,22211,28000,REG19,reguler
57,J&T Express,94892,96112,64000,EZ,reguler
58,J&T Express,30911,78243,45000,EZ,reguler
59,SiCepat,22611,20111,8500,SIUNT,reguler
60,J&T Express,30911,79465,59000,EZ,reguler
61,ID Express,75683,90511,52000,iDSTD,reguler
62,J&T Express,75683,92511,56000,EZ,reguler
63,SiCepat,22611,21255,11500,SIUNT,reguler
64,SiCepat,22611,26566,40000,SIUNT,reguler
65,SiCepat,22611,24382,31000,SIUNT,reguler
66,SiCepat,22611,27211,26000,SIUNT,reguler
67,JNE,30911,34877,40000,OKE19,reguler
68,JNE,30911,35111,30000,OKE19,reguler
69,JNE,30911,38878,45000,OKE19,reguler
70,JNE,30911,39265,45000,OKE19,reguler
71,SiCepat,22611,20811,11500,SIUNT,reguler
72,J&T Express,30911,30111,12000,EZ,reguler
73,J&T Express,30911,32184,19000,EZ,reguler
74,SiCepat,22611,20995,11500,SIUNT,reguler
75,J&T Express,94892,93671,59000,EZ,reguler
76,J&T Express,75683,73881,42000,EZ,reguler
77,J&T Express,75683,72163,43000,EZ,reguler
78,JNE,30911,35376,40000,OKE19,reguler
79,SiCepat,22611,28111,20500,SIUNT,reguler
80,JNE,30911,34157,40000,OKE19,reguler
81,JNE,94892,94971,30000,OKE19,reguler
82,SiCepat,22611,24382,31000,SIUNT,reguler
83,JNE,30911,39115,40000,OKE19,reguler
84,J&T Express,75683,91711,55000,EZ,reguler
85,J&T Express,75683,92917,55000,EZ,reguler
86,J&T Express,75683,91561,56000,EZ,reguler
87,SiCepat,22611,22111,11500,SIUNT,reguler
88,J&T Express,75683,90111,47000,EZ,reguler
89,SiCepat,22611,22111,11500,SIUNT,reguler
90,JNE,30911,31311,19000,OKE19,reguler
91,JNE,30911,29427,42000,OKE19,reguler
92,J&T Express,94892,94892,10000,EZ,reguler
93,J&T Express,30911,79465,59000,EZ,reguler
94,JNE,30911,34684,40000,OKE19,reguler
95,J&T Express,75683,74511,47000,EZ,reguler
96,SiCepat,22611,24653,25000,SIUNT,reguler
97,SiCepat,22611,22742,11500,SIUNT,reguler
98,SiCepat,22611,27511,40000,SIUNT,reguler
99,J&T Express,75683,91811,55000,EZ,reguler
100,SiCepat,22611,22811,16500,SIUNT,reguler
101,SiCepat,22611,28711,34500,SIUNT,reguler
102,J&T Express,94892,95953,74000,EZ,reguler
103,SiCepat,22611,22411,11500,SIUNT,reguler
104,JNE,30911,34194,40000,OKE19,reguler
105,J&T Express,94892,93572,46000,EZ,reguler
106,JNE,30911,31311,19000,OKE19,reguler
107,J&T Express,30911,33511,53000,EZ,reguler
108,J&T Express,30911,78557,59000,EZ,reguler
109,SiCepat,22611,20811,11500,SIUNT,reguler
110,J&T Express,75683,92511,56000,EZ,reguler
111,SiCepat,22611,20111,8500,SIUNT,reguler
112,J&T Express,75683,90111,47000,EZ,reguler
113,SiCepat,22611,20511,11500,SIUNT,reguler
114,J&T Express,75683,74361,50000,EZ,reguler
115,J&T Express,30911,30111,12000,EZ,reguler
116,JNE,75683,72211,46000,OKE19,reguler
117,SiCepat,22611,24261,31000,SIUNT,reguler
