No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,SiCepat,22611,22911,11500,SIUNT,reguler
2,J&T Express,96254,96266,33000,EZ,reguler
3,JNE,90911,90511,9000,OKE19,reguler
4,JNE,30711,36514,42000,OKE19,reguler
5,JNE,90911,91911,17000,OKE19,reguler
6,SiCepat,22611,20511,11500,SIUNT,reguler
7,JNE,96254,96112,24000,OKE19,reguler
8,SiCepat,22611,28911,34500,SIUNT,reguler
9,JNE,74413,74172,15000,OKE19,reguler
10,JNE,30711,34111,35000,OKE19,reguler
11,SiCepat,22611,24311,25000,SIUNT,reguler
12,J&T Express,22611,22611,25000,EZ,reguler
13,JNE,30711,35111,30000,OKE19,reguler
14,J&T Express,74413,79465,42000,EZ,reguler
15,JNE,90911,92412,15000,OKE19,reguler
16,SiCepat,22611,20111,8500,SIUNT,reguler
17,JNE,96254,96112,24000,OKE19,reguler
18,JNE,30711,39112,40000,OKE19,reguler
19,SiCepat,22611,28755,34500,SIUNT,reguler
20,SiCepat,22611,24352,25000,SIUNT,reguler
21,SiCepat,22611,28811,25000,SIUNT,reguler
22,SiCepat,22611,21211,11500,SIUNT,reguler
23,JNE,30711,30611,15000,OKE19,reguler
24,SiCepat,22611,20511,11500,SIUNT,reguler
25,J&T Express,74413,76111,28000,EZ,reguler
26,J&T Express,96254,94561,68000,EZ,reguler
27,JNE,74413,78557,43000,OKE19,reguler
28,JNE,30711,30655,15000,OKE19,reguler
29,JNE,90911,90111,9000,OKE19,reguler
30,JNE,90911,91512,20000,OKE19,reguler
31,J&T Express,74413,78611,42000,EZ,reguler
32,SiCepat,22611,20111,8500,SIUNT,reguler
33,JNE,30711,36128,32000,OKE19,reguler
34,J&T Express,22611,22611,25000,EZ,reguler
35,JNE,74413,74261,19000,OKE19,reguler
36,JNE,90911,93711,60000,OKE19,reguler
37,JNE,90911,91371,29000,OKE19,reguler
38,SiCepat,22611,28111,20500,SIUNT,reguler
39,J&T Express,74413,75111,30000,EZ,reguler
40,SiCepat,22611,28411,25000,SIUNT,reguler
41,JNE,30711,37571,42000,OKE19,reguler
42,JNE,30711,37311,37000,OKE19,reguler
