No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,J&T Express,30711,32184,15000,EZ,reguler
2,J&T Express,30711,29111,50000,EZ,reguler
3,J&T Express,90911,94111,36000,EZ,reguler
4,JNE,30711,31654,20000,OKE19,reguler
5,SiCepat,22611,24111,31000,SIUNT,reguler
6,SiCepat,22611,24511,25000,SIUNT,reguler
7,SiCepat,22611,28411,25000,SIUNT,reguler
8,SiCepat,22611,28411,25000,SIUNT,reguler
9,SiCepat,22611,24413,25000,SIUNT,reguler
10,SiCepat,22611,28411,25000,SIUNT,reguler
11,SiCepat,22611,28711,34500,SIUNT,reguler
12,JNE,74413,71419,31000,OKE19,reguler
13,JNE,30711,31214,20000,OKE19,reguler
14,SiCepat,22611,24416,25000,SIUNT,reguler
15,SiCepat,22611,28111,20500,SIUNT,reguler
16,J&T Express,96254,94971,40000,EZ,reguler
17,JNE,90911,93881,60000,OKE19,reguler
18,SiCepat,22611,24413,25000,SIUNT,reguler
19,JNE,90911,90111,9000,OKE19,reguler
20,J&T Express,96254,95953,38000,EZ,reguler
21,JNE,74413,73513,15000,OKE19,reguler
22,SiCepat,22611,27411,26000,SIUNT,reguler
23,J&T Express,30711,29111,50000,EZ,reguler
24,SiCepat,22611,22392,29500,SIUNT,reguler
25,ID Express,30711,29427,40000,iDSTD,reguler
26,SiCepat,22611,27511,40000,SIUNT,reguler
27,J&T Express,74413,79513,42000,EZ,reguler
28,SiCepat,22611,29511,34000,SIUNT,reguler
29,J&T Express,74413,79465,42000,EZ,reguler
30,JNE,30711,30655,15000,OKE19,reguler
31,JNE,30711,37111,42000,OKE19,reguler
32,JNE,90911,92917,20000,OKE19,reguler
33,J&T Express,30711,34684,38000,EZ,reguler
34,J&T Express,90911,93753,71000,EZ,reguler
35,J&T Express,74413,79465,42000,EZ,reguler
36,J&T Express,74413,76143,34000,EZ,reguler
37,SiCepat,22611,21211,11500,SIUNT,reguler
38,JNE,30711,38956,45000,OKE19,reguler
39,J&T Express,74413,78852,32000,EZ,reguler
40,SiCepat,22611,20811,11500,SIUNT,reguler
41,J&T Express,74413,79465,42000,EZ,reguler
42,SiCepat,22611,21411,11500,SIUNT,reguler
43,JNE,90911,92711,20000,OKE19,reguler
44,J&T Express,74413,76111,28000,EZ,reguler
45,SiCepat,22611,28711,34500,SIUNT,reguler
46,SiCepat,22611,24261,31000,SIUNT,reguler
47,SiCepat,22611,20111,8500,SIUNT,reguler
48,JNE,96254,96362,31000,OKE19,reguler
49,J&T Express,96254,95511,38000,EZ,reguler
50,SiCepat,22611,28911,34500,SIUNT,reguler
51,SiCepat,22611,25111,23500,SIUNT,reguler
52,SiCepat,22611,23671,25000,SIUNT,reguler
53,JNE,30711,35111,30000,OKE19,reguler
54,J&T Express,30711,35367,38000,EZ,reguler
55,SiCepat,22611,29511,34000,SIUNT,reguler
56,J&T Express,74413,71513,28000,EZ,reguler
57,SiCepat,22611,28411,25000,SIUNT,reguler
58,SiCepat,22611,22711,11500,SIUNT,reguler
59,JNE,74413,74261,19000,OKE19,reguler
60,J&T Express,74413,74413,6000,EZ,reguler
61,JNE,90911,91361,20000,OKE19,reguler
62,SiCepat,22611,27383,40000,SIUNT,reguler
63,SiCepat,22611,20511,11500,SIUNT,reguler
64,ID Express,30711,31411,10800,iDSTD,reguler
65,J&T Express,96254,94561,68000,EZ,reguler
66,JNE,90911,91211,20000,OKE19,reguler
67,SiCepat,22611,20511,11500,SIUNT,reguler
68,J&T Express,30711,34611,38000,EZ,reguler
69,JNE,30711,38118,35000,OKE19,reguler
70,J&T Express,22611,26566,40000,EZ,reguler
71,JNE,90911,75683,89000,OKE19,reguler
72,J&T Express,30711,34157,38000,EZ,reguler
73,SiCepat,22611,23242,21000,SIUNT,reguler
74,J&T Express,74413,78873,41000,EZ,reguler
75,J&T Express,30711,35367,38000,EZ,reguler
76,J&T Express,30711,35592,38000,EZ,reguler
77,JNE,90911,91561,20000,OKE19,reguler
78,JNE,30711,33312,39000,OKE19,reguler
79,JNE,90911,92711,20000,OKE19,reguler
80,JNE,90911,93572,60000,OKE19,reguler
81,JNE,74413,78557,43000,OKE19,reguler
82,JNE,30711,30111,15000,OKE19,reguler
83,SiCepat,22611,25111,23500,SIUNT,reguler
84,JNE,30711,28383,42000,OKE19,reguler
85,J&T Express,74413,71215,30000,EZ,reguler
86,SiCepat,22611,20995,11500,SIUNT,reguler
87,SiCepat,22611,24651,25000,SIUNT,reguler
88,SiCepat,22611,20995,11500,SIUNT,reguler
89,JNE,74413,71419,31000,OKE19,reguler
90,J&T Express,90911,93111,29000,EZ,reguler
91,SiCepat,22611,20511,11500,SIUNT,reguler
92,JNE,30711,29319,42000,OKE19,reguler
93,J&T Express,30711,31511,15000,EZ,reguler
94,SiCepat,22611,29511,34000,SIUNT,reguler
95,SiCepat,22611,22711,11500,SIUNT,reguler
96,SiCepat,22611,22411,11500,SIUNT,reguler
97,SiCepat,22611,24352,25000,SIUNT,reguler
98,SiCepat,22611,20811,11500,SIUNT,reguler
99,SiCepat,22611,20511,11500,SIUNT,reguler
100,JNE,90911,93711,60000,OKE19,reguler
