No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,SiCepat,22611,22876,35500,SIUNT,reguler
2,J&T Express,30711,30711,7000,EZ,reguler
3,J&T Express,74413,70611,27000,EZ,reguler
4,J&T Express,90911,90711,35000,EZ,reguler
5,SiCepat,22611,20511,11500,SIUNT,reguler
6,J&T Express,90911,90111,14000,EZ,reguler
7,J&T Express,74413,78873,41000,EZ,reguler
8,J&T Express,30711,29319,43000,EZ,reguler
9,SiCepat,22611,22911,11500,SIUNT,reguler
10,SiCepat,22611,28411,25000,SIUNT,reguler
11,SiCepat,22611,22727,11500,SIUNT,reguler
12,SiCepat,22611,28111,20500,SIUNT,reguler
13,J&T Express,74413,75111,30000,EZ,reguler
14,SiCepat,22611,22742,11500,SIUNT,reguler
15,J&T Express,30711,29211,56000,EZ,reguler
16,J&T Express,74413,74361,17000,EZ,reguler
17,J&T Express,90911,92711,32000,EZ,reguler
18,J&T Express,74413,73761,25000,EZ,reguler
19,J&T Express,74413,70815,26000,EZ,reguler
20,J&T Express,96254,94971,40000,EZ,reguler
21,J&T Express,90911,93111,29000,EZ,reguler
22,SiCepat,22611,21111,11500,SIUNT,reguler
23,J&T Express,30711,34194,38000,EZ,reguler
24,SiCepat,22611,22311,11500,SIUNT,reguler
25,SiCepat,22611,24184,45500,SIUNT,reguler
26,J&T Express,96254,94971,40000,EZ,reguler
27,J&T Express,96254,94356,67000,EZ,reguler
28,SiCepat,22611,27211,26000,SIUNT,reguler
29,J&T Express,30711,35592,38000,EZ,reguler
30,SiCepat,22611,23764,31000,SIUNT,reguler
31,J&T Express,74413,79465,42000,EZ,reguler
32,J&T Express,30711,30111,15000,EZ,reguler
33,J&T Express,74413,79513,42000,EZ,reguler
34,J&T Express,22611,22611,25000,EZ,reguler
35,SiCepat,22611,24413,25000,SIUNT,reguler
36,J&T Express,74413,78557,53000,EZ,reguler
37,J&T Express,30711,31311,19000,EZ,reguler
38,J&T Express,30711,30911,20000,EZ,reguler
