No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,J&T Express,30711,32184,15000,EZ,reguler
2,J&T Express,30711,35376,38000,EZ,reguler
3,SiCepat,22611,28411,25000,SIUNT,reguler
4,SiCepat,22611,20111,8500,SIUNT,reguler
5,J&T Express,96254,94971,40000,EZ,reguler
6,SiCepat,22611,20111,8500,SIUNT,reguler
7,SiCepat,22611,23764,31000,SIUNT,reguler
8,J&T Express,30711,34764,38000,EZ,reguler
9,JNE,90911,90111,9000,OKE19,reguler
10,SiCepat,22611,23891,52500,SIUNT,reguler
11,J&T Express,30711,35592,38000,EZ,reguler
12,SiCepat,22611,20511,11500,SIUNT,reguler
13,JNE,90911,91311,15000,OKE19,reguler
14,J&T Express,74413,75511,41000,EZ,reguler
15,SiCepat,22611,24352,25000,SIUNT,reguler
16,JNE,90911,91992,20000,OKE19,reguler
17,SiCepat,22611,22392,29500,SIUNT,reguler
18,JNE,22611,23681,42000,OKE19,reguler
19,SiCepat,22611,20811,11500,SIUNT,reguler
20,SiCepat,22611,24111,31000,SIUNT,reguler
21,JNE,30711,31311,15000,OKE19,reguler
22,J&T Express,74413,76111,28000,EZ,reguler
23,JNE,30711,33214,39000,OKE19,reguler
24,J&T Express,30711,34157,38000,EZ,reguler
25,J&T Express,30711,31661,18000,EZ,reguler
26,JNE,90911,92711,20000,OKE19,reguler
27,JNE,90911,90911,6000,CTC19,reguler
28,JNE,30711,30111,15000,OKE19,reguler
29,SiCepat,22611,20111,8500,SIUNT,reguler
30,SiCepat,22611,25511,26000,SIUNT,reguler
31,J&T Express,22611,26311,40000,EZ,reguler
32,J&T Express,90911,92111,14000,EZ,reguler
33,J&T Express,96254,94356,67000,EZ,reguler
34,SiCepat,22611,26164,40000,SIUNT,reguler
35,JNE,30711,30911,20000,OKE19,reguler
36,JNE,90911,91361,20000,OKE19,reguler
37,J&T Express,30711,32184,15000,EZ,reguler
38,JNE,30711,36514,42000,OKE19,reguler
39,JNE,74413,73112,15000,OKE19,reguler
40,JNE,90911,91853,20000,OKE19,reguler
41,JNE,30711,30655,15000,OKE19,reguler
42,J&T Express,74413,79465,42000,EZ,reguler
43,J&T Express,74413,78113,29000,EZ,reguler
44,JNE,30711,38571,45000,OKE19,reguler
45,JNE,30711,36514,42000,OKE19,reguler
46,J&T Express,74413,79111,42000,EZ,reguler
47,JNE,30711,29211,42000,OKE19,reguler
48,SiCepat,22611,28557,25000,SIUNT,reguler
49,SiCepat,22611,24261,31000,SIUNT,reguler
50,SiCepat,22611,24382,31000,SIUNT,reguler
51,J&T Express,30711,31511,15000,EZ,reguler
52,J&T Express,96254,77211,106000,EZ,reguler
