Id,provinceName,City Name,Latitude,Longitude,postalCode
69,Kalimantan Tengah,Kotawaringin Barat,-2.271321,111.258358,74161
237,Sumatera Barat,Pesisir Selatan,-1.301821,100.211183,25673
200,Sulawesi Tenggara,Konawe,-4.166719,122.2521,93411
148,Riau,Siak,0.759398,101.923919,28763
248,Sumatera Selatan,Muara Enim,-3.549068,103.85882,31311
98,Kepulauan Riau,Tanjung Pinang,0.903739,104.520442,29111
158,Sulawesi Selatan,Bone,-4.826803,120.052518,92711
102,Lampung,Lampung Tengah,-4.884785,105.198391,34157
265,Sumatera Utara,Deli Serdang,3.480805,98.664792,20511
285,Sumatera Utara,Serdang Bedagai,3.432974,99.112736,20995
103,Lampung,Lampung Timur,-5.118196,105.708374,34194
102,Lampung,Lampung Tengah,-4.884785,105.198391,34157
250,Sumatera Selatan,Musi Rawas,-2.77162,103.008349,31661
251,Sumatera Selatan,Ogan Ilir,-3.446469,104.618896,30611
246,Sumatera Selatan,Lahat,-3.798075,103.516954,31411
257,Sumatera Selatan,Palembang,-2.987319,104.736009,30111
110,Lampung,Tanggamus,-5.351673,104.751878,35611
219,Sulawesi Utara,Manado,1.493416,124.841685,95231
81,Kalimantan Timur,Kutai Kartanegara,-0.214494,116.959885,75511
133,Aceh,Pidie Jaya,5.224226,96.156036,24184
183,Sulawesi Tengah,Donggala,-0.423099,119.841901,94356
272,Sumatera Utara,Langkat,3.792181,98.385996,20811
138,Riau,Dumai,1.678102,101.449121,28811
180,Sulawesi Tengah,Banggai,-1.71458,123.250741,94711
127,Aceh,Bireuen,5.16914,96.789803,24261
252,Sumatera Selatan,Ogan Komering Ilir,-3.446607,104.488097,30655
271,Sumatera Utara,Labuhan Batu Utara,2.358065,100.354073,21455
147,Riau,Rokan Hulu,0.881609,100.655658,28557
274,Sumatera Utara,Medan,3.595196,98.672222,20111
157,Sulawesi Selatan,Barru,-4.231866,119.672071,90711
161,Sulawesi Selatan,Gowa,-5.370028,119.689257,92111
111,Lampung,Tulang Bawang,-4.522042,105.205173,34611
1,Bangka Belitung,Bangka,-2.741174,106.440587,33214
46,Kalimantan Barat,Sekadau,0.004029,110.939268,79513
169,Sulawesi Selatan,Pangkajene Kepulauan,-4.836786,119.551274,90611
265,Sumatera Utara,Deli Serdang,3.480805,98.664792,20511
108,Lampung,Pesisir Barat,-2.651421,101.132202,34877
