Id,provinceName,City Name,Latitude,Longitude,postalCode
255,Sumatera Selatan,Ogan Komering Ulu Timur,-3.60614,103.975773,32184
98,Kepulauan Riau,Tanjung Pinang,0.903739,104.520442,29111
185,Sulawesi Tengah,Palu,-0.883391,119.481491,94111
260,Sumatera Selatan,Musi Rawas Utara,-2.372244,103.030468,31654
132,Aceh,Pidie,5.150908,95.980123,24111
121,Aceh,Aceh Tengah,4.634051,96.916392,24511
141,Riau,Kampar,0.291466,101.143107,28411
141,Riau,Kampar,0.291466,101.143107,28411
123,Aceh,Aceh Timur,4.676605,97.90675,24413
141,Riau,Kampar,0.291466,101.143107,28411
137,Riau,Bengkalis,1.488894,102.264307,28711
57,Kalimantan Selatan,Hulu Sungai Utara,-2.286212,115.213917,71419
259,Sumatera Selatan,Penukal Abab Lematang Ilir,-4.031489,103.097979,31214
129,Aceh,Langsa,4.487456,97.960922,24416
144,Riau,Pekanbaru,0.534482,101.447679,28111
192,Sulawesi Tengah,Morowali Utara,0.900303,121.677543,94971
205,Sulawesi Tenggara,Konawe Kepulauan,-5.507226,122.786954,93881
123,Aceh,Aceh Timur,4.676605,97.90675,24413
166,Sulawesi Selatan,Makassar,-5.147665,119.432731,90111
221,Sulawesi Utara,Minahasa Selatan,1.070894,124.813615,95953
67,Kalimantan Tengah,Kapuas,-3.196033,114.390253,73513
238,Sumatera Barat,Sawah Lunto,-0.687642,100.783294,27411
98,Kepulauan Riau,Tanjung Pinang,0.903739,104.520442,29111
284,Sumatera Utara,Samosir,2.584514,98.863784,22392
92,Kepulauan Riau,Batam,1.045626,104.030454,29427
239,Sumatera Barat,Sijunjung (Sawah Lunto Sijunjung),-0.679012,101.253522,27511
46,Kalimantan Barat,Sekadau,0.004029,110.939268,79513
143,Riau,Kuantan Singingi,-0.45251,101.45289,29511
44,Kalimantan Barat,Sambas,1.403274,109.325107,79465
252,Sumatera Selatan,Ogan Komering Ilir,-3.446607,104.488097,30655
31,Jambi,Sungaipenuh,-2.062179,101.387452,37111
165,Sulawesi Selatan,Luwu Utara,-2.382177,119.944564,92917
105,Lampung,Mesuji,-4.003371,105.39169,34684
208,Sulawesi Tenggara,Buton Selatan,-5.137606,122.956079,93753
44,Kalimantan Barat,Sambas,1.403274,109.325107,79465
84,Kalimantan Timur,Penajam Paser Utara,-1.180361,116.441559,76143
261,Sumatera Utara,Asahan,2.766106,99.047137,21211
12,Bengkulu,Kaur,-4.280434,103.446144,38956
37,Kalimantan Barat,Kayong Utara,-1.350377,110.436354,78852
272,Sumatera Utara,Langkat,3.792181,98.385996,20811
44,Kalimantan Barat,Sambas,1.403274,109.325107,79465
269,Sumatera Utara,Labuhan Batu,2.256043,100.043743,21411
158,Sulawesi Selatan,Bone,-4.826803,120.052518,92711
77,Kalimantan Timur,Balikpapan,-1.267638,116.827905,76111
137,Riau,Bengkalis,1.488894,102.264307,28711
127,Aceh,Bireuen,5.16914,96.789803,24261
274,Sumatera Utara,Medan,3.595196,98.672222,20111
18,Gorontalo,Boalemo,0.648322,122.494283,96362
210,Sulawesi Utara,Bitung,1.452365,125.184611,95511
146,Riau,Rokan Hilir,1.950618,100.825648,28911
230,Sumatera Barat,Padang,-0.939989,100.35412,25111
131,Aceh,Nagan Raya,4.155772,96.504502,23671
99,Lampung,Bandar Lampung,-5.427139,105.257972,35111
107,Lampung,Pesawaran,-5.487725,105.119718,35367
143,Riau,Kuantan Singingi,-0.45251,101.45289,29511
59,Kalimantan Selatan,Tabalong,-1.747828,115.915417,71513
141,Riau,Kampar,0.291466,101.143107,28411
279,Sumatera Utara,Padang Lawas,1.454282,99.246087,22711
75,Kalimantan Tengah,Seruyan,-2.552164,112.581647,74261
68,Kalimantan Tengah,Katingan,-1.774898,113.487469,74413
155,Sulawesi Barat,Pasangkayu,-1.502777,119.655733,91361
240,Sumatera Barat,Solok,-0.792548,100.652947,27383
265,Sumatera Utara,Deli Serdang,3.480805,98.664792,20511
246,Sumatera Selatan,Lahat,-3.798075,103.516954,31411
186,Sulawesi Tengah,Parigi Moutong,0.53997,119.710356,94561
171,Sulawesi Selatan,Pinrang,-3.742875,119.520969,91211
265,Sumatera Utara,Deli Serdang,3.480805,98.664792,20511
111,Lampung,Tulang Bawang,-4.522042,105.205173,34611
8,Bengkulu,Bengkulu,-3.800649,102.256173,38118
235,Sumatera Barat,Pasaman Barat,-0.356482,99.872362,26566
82,Kalimantan Timur,Kutai Timur,-1.81616,117.614852,75683
102,Lampung,Lampung Tengah,-4.884785,105.198391,34157
125,Aceh,Banda Aceh,5.54829,95.323755,23242
38,Kalimantan Barat,Ketapang,-1.88691,109.967179,78873
107,Lampung,Pesawaran,-5.487725,105.119718,35367
101,Lampung,Lampung Selatan,-5.51985,104.939981,35592
152,Sulawesi Barat,Mamuju Utara,-1.498526,119.239087,91561
2,Bangka Belitung,Bangka Barat,-1.997875,105.222326,33312
158,Sulawesi Selatan,Bone,-4.826803,120.052518,92711
206,Sulawesi Tenggara,Kolaka Timur,-4.068587,121.826181,93572
45,Kalimantan Barat,Sanggau,0.13477,110.592349,78557
257,Sumatera Selatan,Palembang,-2.987319,104.736009,30111
230,Sumatera Barat,Padang,-0.939989,100.35412,25111
145,Riau,Pelalawan,0.160037,102.258579,28383
55,Kalimantan Selatan,Hulu Sungai Selatan,-2.808934,115.222296,71215
285,Sumatera Utara,Serdang Bedagai,3.432974,99.112736,20995
122,Aceh,Aceh Tenggara,3.263524,97.792933,24651
285,Sumatera Utara,Serdang Bedagai,3.432974,99.112736,20995
57,Kalimantan Selatan,Hulu Sungai Utara,-2.286212,115.213917,71419
197,Sulawesi Tenggara,Kendari,-3.995386,122.515081,93111
265,Sumatera Utara,Deli Serdang,3.480805,98.664792,20511
140,Riau,Indragiri Hulu,0.862682,102.731788,29319
245,Sumatera Selatan,Empat Lawang,-3.730898,102.78492,31511
143,Riau,Kuantan Singingi,-0.45251,101.45289,29511
279,Sumatera Utara,Padang Lawas,1.454282,99.246087,22711
291,Sumatera Utara,Tapanuli Utara,2.06944,99.858572,22411
130,Aceh,Lhokseumawe,5.186948,97.133471,24352
272,Sumatera Utara,Langkat,3.792181,98.385996,20811
265,Sumatera Utara,Deli Serdang,3.480805,98.664792,20511
193,Sulawesi Tenggara,Bau-Bau,-5.469289,122.604655,93711
