No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,14440,32184,30000,OKE19,reguler
2,JNE,14440,35376,28000,OKE19,reguler
3,J&T Express,14440,28411,42000,EZ,reguler
4,ID Express,14440,20111,36000,iDSTD,reguler
5,J&T Express,60191,94971,69000,EZ,reguler
6,ID Express,14440,20111,36000,iDSTD,reguler
7,JNE,14440,23764,54000,OKE19,reguler
8,JNE,14440,34764,28000,OKE19,reguler
9,ID Express,60191,90111,39000,iDSTD,reguler
10,JNE,14440,23891,75000,REG19,reguler
11,SiCepat,14440,35592,22000,SIUNT,reguler
12,ID Express,14440,20511,36000,iDSTD,reguler
13,J&T Express,60191,91311,47000,EZ,reguler
14,J&T Express,60191,75511,51000,EZ,reguler
15,J&T Express,14440,24352,53000,EZ,reguler
16,J&T Express,60191,91992,52000,EZ,reguler
17,ID Express,14440,22392,45000,iDSTD,reguler
18,JNE,14440,23681,59000,OKE19,reguler
19,J&T Express,14440,20811,44000,EZ,reguler
20,JNE,14440,24111,54000,OKE19,reguler
21,JNE,14440,31311,25000,OKE19,reguler
22,ID Express,60191,76111,39000,iDSTD,reguler
23,JNE,14440,33214,30000,OKE19,reguler
24,JNE,14440,34157,28000,OKE19,reguler
25,JNE,14440,31661,30000,OKE19,reguler
26,SiCepat,60191,92711,51500,SIUNT,reguler
27,SiCepat,60191,90911,52500,SIUNT,reguler
28,JNE,14440,30111,20000,OKE19,reguler
29,ID Express,14440,20111,36000,iDSTD,reguler
30,J&T Express,14440,25511,38000,EZ,reguler
31,ID Express,14440,26311,40000,iDSTD,reguler
32,JNE,60191,92111,45000,OKE19,reguler
33,ID Express,60191,94356,65000,iDSTD,reguler
34,ID Express,14440,26164,24000,iDSTD,reguler
35,JNE,14440,30911,30000,OKE19,reguler
36,J&T Express,60191,91361,55000,EZ,reguler
37,JNE,14440,32184,30000,OKE19,reguler
38,JNE,14440,36514,35000,OKE19,reguler
39,ID Express,60191,73112,33000,iDSTD,reguler
40,ID Express,60191,91853,52500,iDSTD,reguler
41,JNE,14440,30655,30000,OKE19,reguler
42,J&T Express,14440,79465,48000,EZ,reguler
43,ID Express,14440,78113,36000,iDSTD,reguler
44,J&T Express,14440,38571,41000,EZ,reguler
45,JNE,14440,36514,35000,OKE19,reguler
46,JNE,14440,79111,47000,OKE19,reguler
47,J&T Express,14440,29211,42000,EZ,reguler
48,J&T Express,14440,28557,42000,EZ,reguler
49,JNE,14440,24261,59000,OKE19,reguler
50,JNE,14440,24382,54000,OKE19,reguler
51,JNE,14440,31511,25000,OKE19,reguler
52,ID Express,60191,77211,65000,iDSTD,reguler
53,JNE,14440,36514,35000,OKE19,reguler
54,J&T Express,60191,91911,47000,EZ,reguler
55,J&T Express,14440,79465,48000,EZ,reguler
56,J&T Express,60191,91992,52000,EZ,reguler
57,SiCepat,60191,91211,52500,SIUNT,reguler
58,ID Express,14440,33511,34000,iDSTD,reguler
59,JNE,14440,37311,30000,OKE19,reguler
60,ID Express,14440,20111,36000,iDSTD,reguler
61,SiCepat,60191,73712,38000,SIUNT,reguler
62,JNE,14440,34111,23000,OKE19,reguler
63,SiCepat,60191,92711,51500,SIUNT,reguler
64,SiCepat,14440,21464,45000,SIUNT,reguler
65,ID Express,60191,74363,41000,iDSTD,reguler
66,JNE,14440,34157,28000,OKE19,reguler
67,ID Express,14440,26311,40000,iDSTD,reguler
68,SiCepat,14440,21455,45000,SIUNT,reguler
69,J&T Express,60191,76143,47000,EZ,reguler
70,J&T Express,14440,25392,42000,EZ,reguler
71,J&T Express,60191,95881,87000,EZ,reguler
72,SiCepat,60191,73712,38000,SIUNT,reguler
73,SiCepat,14440,21111,39500,SIUNT,reguler
74,J&T Express,60191,93811,71000,EZ,reguler
75,JNE,14440,35111,17000,OKE19,reguler
76,SiCepat,14440,22742,43000,SIUNT,reguler
77,J&T Express,14440,78852,48000,EZ,reguler
78,SiCepat,60191,95411,80000,SIUNT,reguler
79,J&T Express,14440,21311,47000,EZ,reguler
80,J&T Express,14440,28755,41000,EZ,reguler
81,JNE,14440,79111,47000,OKE19,reguler
82,SiCepat,14440,24511,56000,SIUNT,reguler
83,J&T Express,60191,74261,49000,EZ,reguler
84,J&T Express,60191,94974,69000,EZ,reguler
85,J&T Express,14440,22611,47000,EZ,reguler
86,ID Express,14440,22411,45000,iDSTD,reguler
87,SiCepat,60191,92917,53000,SIUNT,reguler
88,JNE,14440,33123,25000,OKE19,reguler
89,J&T Express,60191,93791,71000,EZ,reguler
90,JNE,14440,33123,25000,OKE19,reguler
91,JNE,14440,31311,25000,OKE19,reguler
92,SiCepat,14440,35592,22000,SIUNT,reguler
93,ID Express,14440,78384,36000,iDSTD,reguler
94,SiCepat,60191,92711,51500,SIUNT,reguler
95,SiCepat,14440,20711,39500,SIUNT,reguler
96,JNE,14440,34157,28000,OKE19,reguler
97,JNE,14440,35111,17000,OKE19,reguler
98,J&T Express,60191,71419,38000,EZ,reguler
99,J&T Express,14440,38375,41000,EZ,reguler
100,JNE,14440,37211,35000,OKE19,reguler
101,JNE,14440,38612,39000,OKE19,reguler
102,SiCepat,14440,21455,45000,SIUNT,reguler
103,SiCepat,14440,27511,42000,SIUNT,reguler
104,J&T Express,60191,91811,47000,EZ,reguler
105,ID Express,14440,26164,40000,iDSTD,reguler
106,SiCepat,14440,20711,39500,SIUNT,reguler
107,SiCepat,60191,91211,52500,SIUNT,reguler
108,JNE,14440,31111,25000,OKE19,reguler
109,JNE,14440,24111,54000,OKE19,reguler
110,J&T Express,14440,24786,53000,EZ,reguler
111,ID Express,60191,90111,39000,iDSTD,reguler
112,J&T Express,14440,28755,41000,EZ,reguler
113,ID Express,60191,94111,53000,iDSTD,reguler
114,J&T Express,60191,93411,71000,EZ,reguler
115,JNE,60191,71215,43000,OKE19,reguler
116,J&T Express,60191,72163,46000,EZ,reguler
117,ID Express,60191,78611,49000,iDSTD,reguler
118,J&T Express,60191,91361,55000,EZ,reguler
119,ID Express,60191,96362,84500,iDSTD,reguler
120,J&T Express,60191,71315,38000,EZ,reguler
121,ID Express,60191,90111,39000,iDSTD,reguler
