No,originCityName,originPostalCode,originLat,originLong,destinationPostalCode,destinationLat,destinationLong
1,Jakarta Utara,14440,-6.1341,106.8325,32184,-3.60614,103.975773
2,Jakarta Utara,14440,-6.1341,106.8325,35376,-5.364748,104.972015
3,Jakarta Utara,14440,-6.1341,106.8325,28411,0.291466,101.143107
4,Jakarta Utara,14440,-6.1341,106.8325,20111,3.595196,98.672222
5,Surabaya,60191,-7.2575,112.7521,94971,0.900303,121.677543
6,Jakarta Utara,14440,-6.1341,106.8325,20111,3.595196,98.672222
7,Jakarta Utara,14440,-6.1341,106.8325,23764,3.779372,97.609232
8,Jakarta Utara,14440,-6.1341,106.8325,34764,-4.112872,104.488548
9,Surabaya,60191,-7.2575,112.7521,90111,-5.147665,119.432731
10,Jakarta Utara,14440,-6.1341,106.8325,23891,2.602874,96.050869
11,Jakarta Utara,14440,-6.1341,106.8325,35592,-5.51985,104.939981
12,Jakarta Utara,14440,-6.1341,106.8325,20511,3.480805,98.664792
13,Surabaya,60191,-7.2575,112.7521,91311,-3.281948,119.336006
14,Surabaya,60191,-7.2575,112.7521,75511,-0.214494,116.959885
15,Jakarta Utara,14440,-6.1341,106.8325,24352,5.186948,97.133471
16,Surabaya,60191,-7.2575,112.7521,91992,-2.811711,120.124027
17,Jakarta Utara,14440,-6.1341,106.8325,22392,2.584514,98.863784
18,Jakarta Utara,14440,-6.1341,106.8325,23681,4.393488,96.728292
19,Jakarta Utara,14440,-6.1341,106.8325,20811,3.792181,98.385996
20,Jakarta Utara,14440,-6.1341,106.8325,24111,5.150908,95.980123
21,Jakarta Utara,14440,-6.1341,106.8325,31311,-3.549068,103.85882
22,Surabaya,60191,-7.2575,112.7521,76111,-1.267638,116.827905
23,Jakarta Utara,14440,-6.1341,106.8325,33214,-2.741174,106.440587
24,Jakarta Utara,14440,-6.1341,106.8325,34157,-4.884785,105.198391
25,Jakarta Utara,14440,-6.1341,106.8325,31661,-2.77162,103.008349
26,Surabaya,60191,-7.2575,112.7521,92711,-4.826803,120.052518
27,Surabaya,60191,-7.2575,112.7521,90911,-3.783826,120.104919
28,Jakarta Utara,14440,-6.1341,106.8325,30111,-2.987319,104.736009
29,Jakarta Utara,14440,-6.1341,106.8325,20111,3.595196,98.672222
30,Jakarta Utara,14440,-6.1341,106.8325,25511,-0.57461,100.148899
31,Jakarta Utara,14440,-6.1341,106.8325,26311,0.148999,99.654716
32,Surabaya,60191,-7.2575,112.7521,92111,-5.370028,119.689257
33,Surabaya,60191,-7.2575,112.7521,94356,-0.423099,119.841901
34,Jakarta Utara,14440,-6.1341,106.8325,26164,-0.254882,100.233707
35,Jakarta Utara,14440,-6.1341,106.8325,30911,-2.434015,104.583599
36,Surabaya,60191,-7.2575,112.7521,91361,-1.502777,119.655733
37,Jakarta Utara,14440,-6.1341,106.8325,32184,-3.60614,103.975773
38,Jakarta Utara,14440,-6.1341,106.8325,36514,-1.292884,103.879452
39,Surabaya,60191,-7.2575,112.7521,73112,-2.204763,113.924411
40,Surabaya,60191,-7.2575,112.7521,91853,-2.958132,119.935797
41,Jakarta Utara,14440,-6.1341,106.8325,30655,-3.446607,104.488097
42,Jakarta Utara,14440,-6.1341,106.8325,79465,1.403274,109.325107
43,Jakarta Utara,14440,-6.1341,106.8325,78113,-0.036714,109.338004
44,Jakarta Utara,14440,-6.1341,106.8325,38571,-4.222318,103.012315
45,Jakarta Utara,14440,-6.1341,106.8325,36514,-1.25072,103.38945
46,Jakarta Utara,14440,-6.1341,106.8325,79111,0.90931,108.984931
47,Jakarta Utara,14440,-6.1341,106.8325,29211,-0.170646,102.530555
48,Jakarta Utara,14440,-6.1341,106.8325,28557,0.881609,100.655658
49,Jakarta Utara,14440,-6.1341,106.8325,24261,5.16914,96.789803
50,Jakarta Utara,14440,-6.1341,106.8325,24382,5.506105,95.36854
51,Jakarta Utara,14440,-6.1341,106.8325,31511,-3.730898,102.78492
52,Surabaya,60191,-7.2575,112.7521,77211,2.890445,117.986957
53,Jakarta Utara,14440,-6.1341,106.8325,36514,-1.25072,103.38945
54,Surabaya,60191,-7.2575,112.7521,91911,-2.978439,120.091282
55,Jakarta Utara,14440,-6.1341,106.8325,79465,1.403274,109.325107
56,Surabaya,60191,-7.2575,112.7521,91992,-2.811711,120.124027
57,Surabaya,60191,-7.2575,112.7521,91211,-3.742875,119.520969
58,Jakarta Utara,14440,-6.1341,106.8325,33511,-2.909958,108.160792
59,Jakarta Utara,14440,-6.1341,106.8325,37311,-2.34895,102.126105
60,Jakarta Utara,14440,-6.1341,106.8325,20111,3.595196,98.672222
61,Surabaya,60191,-7.2575,112.7521,73712,-1.967769,114.810215
62,Jakarta Utara,14440,-6.1341,106.8325,34111,-5.113594,105.305088
63,Surabaya,60191,-7.2575,112.7521,92711,-4.826803,120.052518
64,Jakarta Utara,14440,-6.1341,106.8325,21464,1.978433,100.095751
65,Surabaya,60191,-7.2575,112.7521,74363,-1.720654,111.361152
66,Jakarta Utara,14440,-6.1341,106.8325,34157,-4.884785,105.198391
67,Jakarta Utara,14440,-6.1341,106.8325,26311,0.148999,99.654716
68,Jakarta Utara,14440,-6.1341,106.8325,21455,2.358065,100.354073
69,Surabaya,60191,-7.2575,112.7521,76143,-1.180361,116.441559
70,Jakarta Utara,14440,-6.1341,106.8325,25392,-1.043182,99.31581
71,Surabaya,60191,-7.2575,112.7521,95881,4.109578,126.809313
72,Surabaya,60191,-7.2575,112.7521,73712,-1.967769,114.810215
73,Jakarta Utara,14440,-6.1341,106.8325,21111,2.963409,99.060574
74,Surabaya,60191,-7.2575,112.7521,93811,-4.155098,122.583667
75,Jakarta Utara,14440,-6.1341,106.8325,35111,-5.427139,105.257972
76,Jakarta Utara,14440,-6.1341,106.8325,22742,-1.7854,99.100706
77,Jakarta Utara,14440,-6.1341,106.8325,78852,-1.350377,110.436354
78,Surabaya,60191,-7.2575,112.7521,95411,1.327994,124.836267
