No,originCityName,originPostalCode,originLat,originLong,destinationPostalCode,destinationLat,destinationLong
1,Mamuju Utara,91561,-1.498526,119.239087,74161,-2.271321,111.258358
2,Kuantan Singingi,29511,-0.452510,101.452890,25673,-1.301821,100.211183
3,Mamuju Utara,91561,-1.498526,119.239087,93411,-4.166719,122.2521
4,Kuantan Singingi,29511,-0.452510,101.452890,28763,0.759398,101.923919
5,Kuantan Singingi,29511,-0.452510,101.452890,31311,-3.549068,103.85882
6,Kuantan Singingi,29511,-0.452510,101.452890,29111,0.903739,104.520442
7,Mamuju Utara,91561,-1.498526,119.239087,92711,-4.826803,120.052518
8,Kuantan Singingi,29511,-0.452510,101.452890,34157,-4.884785,105.198391
9,Kuantan Singingi,29511,-0.452510,101.452890,20511,3.480805,98.664792
10,Kuantan Singingi,29511,-0.452510,101.452890,20995,3.432974,99.112736
11,Kuantan Singingi,29511,-0.452510,101.452890,34194,-5.118196,105.708374
12,Kuantan Singingi,29511,-0.452510,101.452890,34157,-4.884785,105.198391
13,Kuantan Singingi,29511,-0.452510,101.452890,31661,-2.77162,103.008349
14,Kuantan Singingi,29511,-0.452510,101.452890,30611,-3.446469,104.618896
15,Kuantan Singingi,29511,-0.452510,101.452890,31411,-3.798075,103.516954
16,Kuantan Singingi,29511,-0.452510,101.452890,30111,-2.987319,104.736009
17,Kuantan Singingi,29511,-0.452510,101.452890,35611,-5.351673,104.751878
18,Mamuju Utara,91561,-1.498526,119.239087,95231,1.493416,124.841685
19,Mamuju Utara,91561,-1.498526,119.239087,75511,-0.214494,116.959885
20,Kuantan Singingi,29511,-0.452510,101.452890,24184,5.224226,96.156036
21,Mamuju Utara,91561,-1.498526,119.239087,94356,-0.423099,119.841901
22,Kuantan Singingi,29511,-0.452510,101.452890,20811,3.792181,98.385996
23,Kuantan Singingi,29511,-0.452510,101.452890,28811,1.678102,101.449121
24,Mamuju Utara,91561,-1.498526,119.239087,94711,-1.71458,123.250741
25,Kuantan Singingi,29511,-0.452510,101.452890,24261,5.16914,96.789803
26,Kuantan Singingi,29511,-0.452510,101.452890,30655,-3.446607,104.488097
27,Kuantan Singingi,29511,-0.452510,101.452890,21455,2.358065,100.354073
28,Kuantan Singingi,29511,-0.452510,101.452890,28557,0.881609,100.655658
29,Kuantan Singingi,29511,-0.452510,101.452890,20111,3.595196,98.672222
30,Mamuju Utara,91561,-1.498526,119.239087,90711,-4.231866,119.672071
31,Mamuju Utara,91561,-1.498526,119.239087,92111,-5.370028,119.689257
32,Kuantan Singingi,29511,-0.452510,101.452890,34611,-4.522042,105.205173
33,Kuantan Singingi,29511,-0.452510,101.452890,33214,-2.741174,106.440587
34,Mamuju Utara,91561,-1.498526,119.239087,79513,0.004029,110.939268
35,Mamuju Utara,91561,-1.498526,119.239087,90611,-4.836786,119.551274
36,Kuantan Singingi,29511,-0.452510,101.452890,20511,3.480805,98.664792
37,Kuantan Singingi,29511,-0.452510,101.452890,34877,-2.651421,101.132202
38,Kuantan Singingi,29511,-0.452510,101.452890,35111,-5.427139,105.257972
39,Kuantan Singingi,29511,-0.452510,101.452890,23242,5.54829,95.323755
40,Mamuju Utara,91561,-1.498526,119.239087,96112,0.54854,123.070209
41,Mamuju Utara,91561,-1.498526,119.239087,91121,-4.016054,119.620803
42,Kuantan Singingi,29511,-0.452510,101.452890,36611,-1.338478,103.649899
43,Kuantan Singingi,29511,-0.452510,101.452890,34194,-5.118196,105.708374
44,Kuantan Singingi,29511,-0.452510,101.452890,20511,3.480805,98.664792
45,Mamuju Utara,91561,-1.498526,119.239087,93771,-4.133168,122.518497
46,Kuantan Singingi,29511,-0.452510,101.452890,37311,-2.34895,102.126105
47,Kuantan Singingi,29511,-0.452510,101.452890,28411,0.291466,101.143107
48,Kuantan Singingi,29511,-0.452510,101.452890,78243,-0.099983,109.330533
49,Kuantan Singingi,29511,-0.452510,101.452890,21464,1.978433,100.095751
