No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,min_sla_api,max_sla_api
1,TRD2022070500206,JNE,45556,84173,2534902200005716,3,6
2,TRD2022070500212,JNE,45556,21464,2534902200005500,5,7
3,TRD2022070500218,JNE,45556,17530,2534902200005534,1,2
4,TRD2022070500221,JNE,45556,85119,2534902200006011,2,3
5,TRD2022070500239,JNE,45556,75558,2534902200005310,1,10
6,TRD2022070500244,JNE,45556,23671,2534902200005823,5,7
7,TRD2022070500253,JNE,45556,78767,2534902200005401,5,7
8,TRD2022070500257,JNE,45556,17511,2534902200005971,1,2
9,TRD2022070500261,JNE,45556,24782,2534902200005427,3,5
10,TRD2022070500263,JNE,45556,16920,2534902200006086,1,2
11,TRD2022070500265,JNE,45556,75552,2534902200005641,5,7
12,TRD2022070500267,JNE,45556,75774,2534902200005450,5,7
13,TRD2022070500277,JNE,45556,93231,2534902200005666,2,3
14,TRD2022070500279,JNE,45556,78872,2534902200005708,5,7
15,TRD2022070500284,JNE,45556,40275,2534902200005740,1,2
16,TRD2022070500286,JNE,45556,25666,2534902200005757,5,7
17,TRD2022070800974,JNE,45556,21455,2534902200017448,5,7
18,TRD2022070800976,JNE,45556,85231,2534902200015962,2,3
19,TRD2022070801006,JNE,45556,90612,2534902200017760,3,5
20,TRD2022070801019,JNE,45556,52255,2534902200016770,3,6
21,TRD2022070801036,JNE,45556,65181,2534902200016598,3,6
22,TRD2022070801043,JNE,45556,93463,2534902200016317,5,7
23,TRD2022070801044,JNE,45556,65126,2534902200016523,1,2
24,TRD2022070801052,JNE,45556,76114,2534902200017695,2,3
25,TRD2022070801070,JNE,45556,69154,2534902200016390,3,6
26,TRD2022070801089,JNE,45556,94762,2534902200016275,5,7
27,TRD2022070801105,JNE,45556,20254,2534902200016283,2,3
28,TRD2022070801107,JNE,45556,30967,2534902200016655,4,6
29,TRD2022070801113,JNE,45556,78864,2534902200016994,5,7
30,TRD2022070801131,JNE,45556,55571,2534902200015855,3,6
31,TRD2022070801141,JNE,45556,24552,2534902200015921,5,7
32,TRD2022070801170,JNE,45556,34182,2534902200016663,5,7
33,TRD2022070801337,JNE,45556,34161,2534902200018404,3,5
34,TRD2022070801339,JNE,45556,94363,2534902200018206,5,7
35,TRD2022070801348,JNE,45556,51173,2534902200018453,3,6
36,TRD2022070801350,JNE,45556,70566,2534902200018339,5,7
37,TRD2022070801353,JNE,45556,91951,2534902200017901,5,7
38,TRD2022070801361,JNE,45556,20371,2534902200018099,5,7
39,TRD2022070801366,JNE,45556,40232,2534902200018636,1,2
40,TRD2022070801379,JNE,45556,93572,2534902200017927,5,7
41,TRD2022070801381,JNE,45556,23363,2534902200018479,5,7
42,TRD2022070801383,JNE,45556,95511,2534902200018180,3,5
43,TRD2022070801398,JNE,45556,78114,2534902200017943,2,3
44,TRD2022070801419,JNE,45556,85231,2534902200018834,2,3
45,TRD2022070801429,JNE,45556,91652,2534902200018214,5,7
46,TRD2022070801457,JNE,45556,29352,2534902200019469,5,7
47,TRD2022070801459,JNE,45556,74353,2534902200019303,5,7
48,TRD2022070801464,JNE,45556,91563,2534902200019121,5,7
49,TRD2022070801465,JNE,45556,91121,2534902200019402,3,5
50,TRD2022070801467,JNE,45556,24261,2534902200019154,5,7
51,TRD2022070801468,JNE,45556,72153,2534902200019204,5,7
52,TRD2022070801478,JNE,45556,22987,2534902200019485,5,7
53,TRD2022070801481,JNE,45556,37111,2534902200019212,5,7
54,TRD2022070801482,JNE,45556,16969,2534902200019568,1,2
55,TRD2022070801488,JNE,45556,24410,2534902200019436,3,5
56,TRD2022070801489,JNE,45556,90126,2534902200018982,1,2
57,TRD2022070801493,JNE,45556,93354,2534902200019451,5,7
58,TRD2022070801495,JNE,45556,98418,2534902200019626,2,4
59,TRD2022070801499,JNE,45556,37491,2534902200018966,5,7
60,TRD2022070801501,JNE,45556,80225,2534902200019394,1,2
61,TRD2022070801505,JNE,45556,90231,2534902200018875,1,2
62,TRD2022070801507,JNE,45556,85231,2534902200018909,2,3
63,TRD2022070801512,JNE,45556,25654,2534902200019758,5,7
64,TRD2022070801513,JNE,45556,36361,2534902200019683,5,7
65,TRD2022070801518,JNE,45556,69493,2534902200018859,1,10
66,TRD2022070801523,JNE,45556,92767,2534902200018974,5,7
67,TRD2022070801538,JNE,45556,73618,2534902200019147,5,7
68,TRD2022070801545,JNE,45556,21151,2534902200019493,5,7
69,TRD2022070900149,JNE,45556,83121,2534902200020525,1,2
70,TRD2022070900162,JNE,45556,86361,2534902200021572,5,9
71,TRD2022070900170,JNE,45556,92965,2534902200020418,5,7
72,TRD2022070900184,JNE,45556,24394,2534902200020632,5,7
73,TRD2022070900195,JNE,45556,24352,2534902200021630,3,5
74,TRD2022070900211,JNE,45556,78773,2534902200021184,5,7
75,TRD2022070900219,JNE,45556,90231,2534902200021093,1,2
76,TRD2022070900245,JNE,45556,16610,2534902200020889,1,2
77,TRD2022070900250,JNE,45556,67138,2534902200021614,1,2
78,TRD2022070900264,JNE,45556,22851,2534902200020988,3,5
79,TRD2022070900294,JNE,45556,90225,2534902200021200,5,7
80,TRD2022070900306,JNE,45556,90516,2534902200021598,5,7
81,TRD2022070900337,JNE,45556,71452,2534902200023081,3,5
82,TRD2022070900338,JNE,45556,45114,2534902200024717,2,3
83,TRD2022070900342,JNE,45556,24453,2534902200023701,5,7
84,TRD2022070900345,JNE,45556,20351,2534902200022190,5,7
85,TRD2022070900349,JNE,45556,93552,2534902200022513,5,7
86,TRD2022070900351,JNE,45556,90225,2534902200022927,5,7
87,TRD2022070900359,JNE,45556,53257,2534902200024592,2,3
88,TRD2022070900360,JNE,45556,73111,2534902200022984,2,3
89,TRD2022070900363,JNE,45556,29511,2534902200024667,5,7
90,TRD2022070900364,JNE,45556,16116,2534902200024055,1,2
91,TRD2022070900366,JNE,45556,90222,2534902200022992,1,2
92,TRD2022070900367,JNE,45556,77115,2534902200022794,2,3
93,TRD2022070900368,JNE,45556,28557,2534902200023727,3,5
94,TRD2022070900374,JNE,45556,91121,2534902200024741,3,5
95,TRD2022070900375,JNE,45556,21167,2534902200021895,5,7
96,TRD2022070900376,JNE,45556,77111,2534902200023388,2,3
97,TRD2022070900382,JNE,45556,78813,2534902200022026,5,7
98,TRD2022070900386,JNE,45556,42352,2534902200023404,3,6
99,TRD2022070900395,JNE,45556,75118,2534902200021861,2,3
100,TRD2022070900396,JNE,45556,92982,2534902200022224,5,7
101,TRD2022070900397,JNE,45556,84162,2534902200023891,3,6
102,TRD2022070900403,JNE,45556,24166,2534902200023818,5,7
103,TRD2022070900405,JNE,45556,20362,2534902200022935,3,5
104,TRD2022070900412,JNE,45556,15520,2534902200023487,1,2
105,TRD2022070900413,JNE,45556,78813,2534902200023735,5,7
106,TRD2022070900414,JNE,45556,27681,2534902200023248,5,7
107,TRD2022070900426,JNE,45556,83653,2534902200023297,3,6
108,TRD2022070900428,JNE,45556,74354,2534902200023651,5,7
109,TRD2022070900430,JNE,45556,85819,2534902200022216,5,9
110,TRD2022070900431,JNE,45556,21473,2534902200023552,1,10
111,TRD2022070900436,JNE,45556,34554,2534902200023602,5,7
112,TRD2022070900447,JNE,45556,78763,2534902200023925,5,7
113,TRD2022070900448,JNE,45556,74511,2534902200023354,1,10
114,TRD2022070900451,JNE,45556,12840,2534902200024519,1,2
115,TRD2022070900454,JNE,45556,21184,2534902200024014,5,7
116,TRD2022070900459,JNE,45556,36555,2534902200023362,5,7
117,TRD2022070900460,JNE,45556,37111,2534902200022356,5,7
118,TRD2022070900463,JNE,45556,28826,2534902200022760,3,5
119,TRD2022070900465,JNE,45556,42441,2534902200023594,1,2
120,TRD2022070900467,JNE,45556,24410,2534902200023032,3,5
121,TRD2022070900469,JNE,45556,80361,2534902200022422,1,2
122,TRD2022070900473,JNE,45556,84152,2534902200022703,3,6
123,TRD2022070900479,JNE,45556,24251,2534902200021762,5,7
124,TRD2022070900480,JNE,45556,91752,2534902200021754,5,7
125,TRD2022070900481,JNE,45556,20858,2534902200024030,5,7
126,TRD2022070900484,JNE,45556,20996,2534902200023206,5,7
127,TRD2022070900485,JNE,45556,87181,2534902200021739,1,10
128,TRD2022070900487,JNE,45556,73911,2534902200023982,5,7
129,TRD2022070900488,JNE,45556,34682,2534902200024782,5,7
130,TRD2022070900489,JNE,45556,91121,2534902200023347,3,5
131,TRD2022070900491,JNE,45556,78662,2534902200021747,5,7
132,TRD2022070900495,JNE,45556,61155,2534902200023016,3,6
133,TRD2022070900499,JNE,45556,77212,2534902200022430,3,5
134,TRD2022070900500,JNE,45556,28452,2534902200022786,5,7
135,TRD2022070900505,JNE,45556,85231,2534902200022471,2,3
136,TRD2022070900507,JNE,45556,59271,2534902200022752,3,6
137,TRD2022070900508,JNE,45556,28461,2534902200022182,5,7
