No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,31654,32184,20000,OKE19,reguler
2,JNE,31654,35376,36000,OKE19,reguler
3,JNE,31654,28411,39000,OKE19,reguler
4,JNE,22111,20111,10000,REG19,reguler
5,JNE,94974,94971,35000,CTC19,reguler
6,JNE,22111,20111,10000,REG19,reguler
7,J&T Express,22111,23764,27000,EZ,reguler
8,JNE,31654,34764,36000,OKE19,reguler
9,ID Express,94974,90111,27000,iDSTD,reguler
10,JNE,22111,23891,54000,REG19,reguler
11,JNE,31654,35592,36000,OKE19,reguler
12,JNE,22111,20511,15000,REG19,reguler
13,ID Express,94974,91311,32000,iDSTD,reguler
14,J&T Express,73911,75511,58000,EZ,reguler
15,J&T Express,22111,24352,27000,EZ,reguler
16,ID Express,94974,91992,32000,iDSTD,reguler
17,J&T Express,22111,22392,18000,EZ,reguler
18,J&T Express,22111,23681,31000,EZ,reguler
19,JNE,22111,20811,15000,REG19,reguler
20,J&T Express,22111,24111,31000,EZ,reguler
21,JNE,31654,31311,15000,OKE19,reguler
22,J&T Express,73911,76111,33000,EZ,reguler
23,JNE,31654,33214,35000,OKE19,reguler
24,JNE,31654,34157,36000,OKE19,reguler
25,JNE,31654,31661,15000,CTC19,reguler
26,ID Express,94974,92711,32000,iDSTD,reguler
27,ID Express,94974,90911,32000,iDSTD,reguler
28,JNE,31654,30111,15000,OKE19,reguler
29,JNE,22111,20111,10000,REG19,reguler
30,J&T Express,31654,25511,41000,EZ,reguler
31,J&T Express,22111,26311,42000,EZ,reguler
32,ID Express,94974,92111,27000,iDSTD,reguler
33,J&T Express,94974,94356,32000,EZ,reguler
34,J&T Express,31654,26164,50000,EZ,reguler
35,J&T Express,31654,30911,16000,EZ,reguler
36,ID Express,94974,91361,33000,iDSTD,reguler
37,JNE,31654,32184,20000,OKE19,reguler
38,JNE,31654,36514,39000,OKE19,reguler
39,J&T Express,73911,73112,29000,EZ,reguler
40,ID Express,94974,91853,33000,iDSTD,reguler
41,JNE,31654,30655,15000,OKE19,reguler
42,J&T Express,73911,79465,99000,EZ,reguler
43,J&T Express,73911,78113,60000,EZ,reguler
44,JNE,31654,38571,42000,OKE19,reguler
