No,originCityName,originPostalCode,originLat,originLong,destinationPostalCode,nameKelurahan,namaKecamatan,namaKota,provinceName
63,Kota Bandung,40135,-6.1341,106.8325,42265,Cibungur,Sukaresmi,Pandeglang,Banten
64,Kota Bandung,40135,-6.1341,106.8325,42284,Batuhideung,Cimanggu,Pandeglang,Banten
65,Kota Bandung,40135,-6.1341,106.8325,42265,Bama,Pagelaran,Pandeglang,Banten
66,Kota Bandung,40135,-6.1341,106.8325,42264,Banyubiru,Labuan,Pandeglang,Banten
67,Kota Bandung,40135,-6.1341,106.8325,42277,Angsana,Angsana,Pandeglang,Banten
68,Kota Bandung,40135,-6.1341,106.8325,42252,Bandung,Banjar,Pandeglang,Banten
69,Kota Bandung,40135,-6.1341,106.8325,42274,Banyumas,Bojong,Pandeglang,Banten
70,Kota Bandung,40135,-6.1341,106.8325,42285,Cikadu,Cibitung,Pandeglang,Banten
71,Kota Bandung,40135,-6.1341,106.8325,42273,Banjarnegara,Pulosari,Pandeglang,Banten
72,Kota Bandung,40135,-6.1341,106.8325,42123,Banjarsari,Cipocok Jaya,Serang,Banten
73,Kota Bandung,40135,-6.1341,106.8325,42171,Curugmanis,Curug,Serang,Banten
74,Kota Bandung,40135,-6.1341,106.8325,42191,Kasunyatan,Kasemen,Serang,Banten
75,Kota Bandung,40135,-6.1341,106.8325,42115,Lontarbaru,Serang,Serang,Banten
76,Kota Bandung,40135,-6.1341,106.8325,42162,Taktakan,Taktakan,Serang,Banten
77,Kota Bandung,40135,-6.1341,106.8325,42183,Pageragung,Walantaka,Serang,Banten
78,Kota Bandung,40135,-6.1341,106.8325,15122,Poris Gaga,Batuceper,Tangerang,Banten
79,Kota Bandung,40135,-6.1341,106.8325,15125,Benda,Benda,Tangerang,Banten
80,Kota Bandung,40135,-6.1341,106.8325,15138,Cibodas Baru,Cibodas,Tangerang,Banten
81,Kota Bandung,40135,-6.1341,106.8325,15147,Petir,Cipondoh,Tangerang,Banten
82,Kota Bandung,40135,-6.1341,106.8325,15133,Alam Jaya,Jatiuwung,Tangerang,Banten
83,Kota Bandung,40135,-6.1341,106.8325,15113,Bugel,Karawaci,Tangerang,Banten
84,Kota Bandung,40135,-6.1341,106.8325,15127,Selapajang Jaya,Neglasari,Tangerang,Banten
85,Kota Bandung,40135,-6.1341,106.8325,15131,Periuk Jaya,Periuk,Tangerang,Banten
86,Kota Bandung,40135,-6.1341,106.8325,15117,Kelapa Indah,Tangerang,Tangerang,Banten
87,Kota Bandung,40135,-6.1341,106.8325,15152,Tajur,Ciledug,Tangerang,Banten
88,Kota Bandung,40135,-6.1341,106.8325,15159,Parung Jaya,Karang Tengah,Tangerang,Banten
89,Kota Bandung,40135,-6.1341,106.8325,15154,Larangan Selatan,Larangan,Tangerang,Banten
90,Kota Bandung,40135,-6.1341,106.8325,15145,Pinang,Pinang,Tangerang,Banten
91,Kota Bandung,40135,-6.1341,106.8325,15411,Cipayung,Ciputat,Tangerang Selatan,Banten
92,Kota Bandung,40135,-6.1341,106.8325,15412,Cempaka Putih,Ciputat Timur,Tangerang Selatan,Banten
93,Kota Bandung,40135,-6.1341,106.8325,15418,Benda Baru,Pamulang,Tangerang Selatan,Banten
94,Kota Bandung,40135,-6.1341,106.8325,15220,Pondok Jaya,Pondok Aren,Tangerang Selatan,Banten
95,Kota Bandung,40135,-6.1341,106.8325,15310,Ciater,Serpong,Tangerang Selatan,Banten
96,Kota Bandung,40135,-6.1341,106.8325,15326,Pondok Jagung,Serpong Utara,Tangerang Selatan,Banten
97,Kota Bandung,40135,-6.1341,106.8325,15312,Kranggan,Setu,Tangerang Selatan,Banten
98,Kota Bandung,40135,-6.1341,106.8325,42166,Bandulu,Anyar,Serang Kabupaten,Banten
99,Kota Bandung,40135,-6.1341,106.8325,42454,Lambangsari,Bojonegara,Serang Kabupaten,Banten
100,Kota Bandung,40135,-6.1341,106.8325,42195,Teras,Carenang (Cerenang),Serang Kabupaten,Banten
101,Kota Bandung,40135,-6.1341,106.8325,42186,Nambo Udik,Cikande,Serang Kabupaten,Banten
102,Kota Bandung,40135,-6.1341,106.8325,42175,Bantar Panjang,Cikeusal,Serang Kabupaten,Banten
103,Kota Bandung,40135,-6.1341,106.8325,42167,Rancasanggal,Cinangka,Serang Kabupaten,Banten
104,Kota Bandung,40135,-6.1341,106.8325,42182,Ciruas,Ciruas,Serang Kabupaten,Banten
105,Kota Bandung,40135,-6.1341,106.8325,42177,Parakan,Jawilan,Serang Kabupaten,Banten
106,Kota Bandung,40135,-6.1341,106.8325,42185,Sukamaju,Kibin,Serang Kabupaten,Banten
107,Kota Bandung,40135,-6.1341,106.8325,42178,Nanggung,Kopo,Serang Kabupaten,Banten
108,Kota Bandung,40135,-6.1341,106.8325,42184,Cisait,Kragilan,Serang Kabupaten,Banten
109,Kota Bandung,40135,-6.1341,106.8325,42161,Pejaten,Kramatwatu,Serang Kabupaten,Banten
110,Kota Bandung,40135,-6.1341,106.8325,42183,Pegandikan (Pegantikan),Lebak Wangi,Serang Kabupaten,Banten
111,Kota Bandung,40135,-6.1341,106.8325,42165,Waringin,Mancak,Serang Kabupaten,Banten
112,Kota Bandung,40135,-6.1341,106.8325,42168,Padarincang,Padarincang,Serang Kabupaten,Banten
113,Kota Bandung,40135,-6.1341,106.8325,42176,Kebon Cau,Pamarayan,Serang Kabupaten,Banten
114,Kota Bandung,40135,-6.1341,106.8325,42172,Sanding,Petir,Serang Kabupaten,Banten
115,Kota Bandung,40135,-6.1341,106.8325,42192,Kalapian,Pontang,Serang Kabupaten,Banten
116,Kota Bandung,40135,-6.1341,106.8325,42455,Margasari,Pulo Ampel,Serang Kabupaten,Banten
117,Kota Bandung,40135,-6.1341,106.8325,42194,Sukamanah,Tanara,Serang Kabupaten,Banten
118,Kota Bandung,40135,-6.1341,106.8325,42193,Wargasara,Tirtayasa,Serang Kabupaten,Banten
119,Kota Bandung,40135,-6.1341,106.8325,42174,Panunggulan,Tunjung Teja,Serang Kabupaten,Banten
120,Kota Bandung,40135,-6.1341,106.8325,42453,Sukabares,WARINGINKURUNG,Serang Kabupaten,Banten
121,Kota Bandung,40135,-6.1341,106.8325,42176,Panamping,Bandung,Serang Kabupaten,Banten
122,Kota Bandung,40135,-6.1341,106.8325,42173,Cisalam,Baros,Serang Kabupaten,Banten
123,Kota Bandung,40135,-6.1341,106.8325,42196,Sukamampir,Binuang,Serang Kabupaten,Banten
124,Kota Bandung,40135,-6.1341,106.8325,42163,Ciherang,GUNUNG SARI,Serang Kabupaten,Banten
125,Kota Bandung,40135,-6.1341,106.8325,42163,Kadubeureum,Pabuaran,Serang Kabupaten,Banten
126,Kota Bandung,40135,-6.1341,106.8325,42164,Pondok Kahuru,Ciomas,Serang Kabupaten,Banten
127,Kota Bandung,40135,-6.1341,106.8325,15610,Gembong,Balaraja,Tangerang Kabupaten,Banten
128,Kota Bandung,40135,-6.1341,106.8325,15710,Bojong,Cikupa,Tangerang Kabupaten,Banten
129,Kota Bandung,40135,-6.1341,106.8325,15345,Sampora,Cisauk,Tangerang Kabupaten,Banten
130,Kota Bandung,40135,-6.1341,106.8325,15730,Sukatani,Cisoka,Tangerang Kabupaten,Banten
131,Kota Bandung,40135,-6.1341,106.8325,15620,Onyam,Gunung Kaler,Tangerang Kabupaten,Banten
132,Kota Bandung,40135,-6.1341,106.8325,15720,Taban,Jambe,Tangerang Kabupaten,Banten
133,Kota Bandung,40135,-6.1341,106.8325,15610,Cikande,Jayanti,Tangerang Kabupaten,Banten
134,Kota Bandung,40135,-6.1341,106.8325,15811,Curug Sangerang (Curug Sangereng),Kelapa Dua,Tangerang Kabupaten,Banten
135,Kota Bandung,40135,-6.1341,106.8325,15212,Cengklong,Kosambi,Tangerang Kabupaten,Banten
136,Kota Bandung,40135,-6.1341,106.8325,15620,Talok,Kresek,Tangerang Kabupaten,Banten
137,Kota Bandung,40135,-6.1341,106.8325,15550,Pasir,Kronjo,Tangerang Kabupaten,Banten
138,Kota Bandung,40135,-6.1341,106.8325,15820,Ciangir,Legok,Tangerang Kabupaten,Banten
139,Kota Bandung,40135,-6.1341,106.8325,15530,Kedung Dalem,Mauk,Tangerang Kabupaten,Banten
140,Kota Bandung,40135,-6.1341,106.8325,15550,Kedaung,Mekar Baru,Tangerang Kabupaten,Banten
141,Kota Bandung,40135,-6.1341,106.8325,15332,Cihuni,Pagedangan,Tangerang Kabupaten,Banten
142,Kota Bandung,40135,-6.1341,106.8325,15570,Bunisari (Bonasari),Pakuhaji,Tangerang Kabupaten,Banten
143,Kota Bandung,40135,-6.1341,106.8325,15710,Peusar,Panongan,Tangerang Kabupaten,Banten
144,Kota Bandung,40135,-6.1341,106.8325,15560,Sukaasih,Pasar Kemis,Tangerang Kabupaten,Banten
145,Kota Bandung,40135,-6.1341,106.8325,15540,Pangarengan,Rajeg,Tangerang Kabupaten,Banten
146,Kota Bandung,40135,-6.1341,106.8325,15520,Pondok Jaya,Sepatan,Tangerang Kabupaten,Banten
147,Kota Bandung,40135,-6.1341,106.8325,15520,Gempol Sari,Sepatan Timur,Tangerang Kabupaten,Banten
148,Kota Bandung,40135,-6.1341,106.8325,15540,Badak Anom,Sindang Jaya,Tangerang Kabupaten,Banten
149,Kota Bandung,40135,-6.1341,106.8325,15730,Cikasungka,Solear,Tangerang Kabupaten,Banten
150,Kota Bandung,40135,-6.1341,106.8325,15530,Kosambi,Sukadiri,Tangerang Kabupaten,Banten
151,Kota Bandung,40135,-6.1341,106.8325,15610,Bunar,Sukamulya,Tangerang Kabupaten,Banten
152,Kota Bandung,40135,-6.1341,106.8325,15510,Teluk Naga,Teluknaga,Tangerang Kabupaten,Banten
153,Kota Bandung,40135,-6.1341,106.8325,15720,Kadu Agung,Tigaraksa,Tangerang Kabupaten,Banten
154,Kota Bandung,40135,-6.1341,106.8325,15530,Legok Sula Maju,Kemiri,Tangerang Kabupaten,Banten
155,Kota Bandung,40135,-6.1341,106.8325,15810,Kadu Jaya,Curug,Tangerang Kabupaten,Banten
156,Kota Bandung,40135,-6.1341,106.8325,11730,Cengkareng Barat,Cengkareng,Jakarta Barat,DKI Jakarta
157,Kota Bandung,40135,-6.1341,106.8325,11450,Grogol,Grogol Petamburan,Jakarta Barat,DKI Jakarta
158,Kota Bandung,40135,-6.1341,106.8325,11840,Kalideres,Kalideres,Jakarta Barat,DKI Jakarta
159,Kota Bandung,40135,-6.1341,106.8325,11510,Duri Kepa,Kebon Jeruk,Jakarta Barat,DKI Jakarta
160,Kota Bandung,40135,-6.1341,106.8325,11640,Joglo,Kembangan,Jakarta Barat,DKI Jakarta
161,Kota Bandung,40135,-6.1341,106.8325,11480,Palmerah,Palmerah,Jakarta Barat,DKI Jakarta
162,Kota Bandung,40135,-6.1341,106.8325,11330,Angke,Tambora,Jakarta Barat,DKI Jakarta
163,Kota Bandung,40135,-6.1341,106.8325,11120,Glodok,Taman Sari,Jakarta Barat,DKI Jakarta
164,Kota Bandung,40135,-6.1341,106.8325,10520,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DKI Jakarta
165,Kota Bandung,40135,-6.1341,106.8325,10140,Duri Pulo,Gambir,Jakarta Pusat,DKI Jakarta
166,Kota Bandung,40135,-6.1341,106.8325,10560,Johar Baru,Johar Baru,Jakarta Pusat,DKI Jakarta
167,Kota Bandung,40135,-6.1341,106.8325,10640,Sumur Batu,Kemayoran,Jakarta Pusat,DKI Jakarta
168,Kota Bandung,40135,-6.1341,106.8325,10340,Kebon Sirih,Menteng,Jakarta Pusat,DKI Jakarta
169,Kota Bandung,40135,-6.1341,106.8325,10720,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DKI Jakarta
170,Kota Bandung,40135,-6.1341,106.8325,10420,Kwitang,Senen,Jakarta Pusat,DKI Jakarta
171,Kota Bandung,40135,-6.1341,106.8325,10220,Karet Tengsin,Tanah Abang,Jakarta Pusat,DKI Jakarta
172,Kota Bandung,40135,-6.1341,106.8325,12430,Cilandak Barat,Cilandak,Jakarta Selatan,DKI Jakarta
173,Kota Bandung,40135,-6.1341,106.8325,12630,Ciganjur,Jagakarsa,Jakarta Selatan,DKI Jakarta
174,Kota Bandung,40135,-6.1341,106.8325,12150,Cipete Utara,Kebayoran Baru,Jakarta Selatan,DKI Jakarta
175,Kota Bandung,40135,-6.1341,106.8325,12230,Cipulir,Kebayoran Lama,Jakarta Selatan,DKI Jakarta
176,Kota Bandung,40135,-6.1341,106.8325,12730,Bangka,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
177,Kota Bandung,40135,-6.1341,106.8325,12770,Cikoko,Pancoran,Jakarta Selatan,DKI Jakarta
178,Kota Bandung,40135,-6.1341,106.8325,12560,Cilandak Timur,Pasar Minggu,Jakarta Selatan,DKI Jakarta
179,Kota Bandung,40135,-6.1341,106.8325,12330,Bintaro,Pesanggrahan,Jakarta Selatan,DKI Jakarta
180,Kota Bandung,40135,-6.1341,106.8325,12950,Kuningan Timur,Setia Budi,Jakarta Selatan,DKI Jakarta
181,Kota Bandung,40135,-6.1341,106.8325,12840,Bukit Duri,Tebet,Jakarta Selatan,DKI Jakarta
182,Kota Bandung,40135,-6.1341,106.8325,13910,Cakung Barat,Cakung,Jakarta Timur,DKI Jakarta
183,Kota Bandung,40135,-6.1341,106.8325,13720,Cibubur,Ciracas,Jakarta Timur,DKI Jakarta
184,Kota Bandung,40135,-6.1341,106.8325,13440,Duren Sawit,Duren Sawit,Jakarta Timur,DKI Jakarta
185,Kota Bandung,40135,-6.1341,106.8325,13550,Dukuh,Kramat Jati,Jakarta Timur,DKI Jakarta
186,Kota Bandung,40135,-6.1341,106.8325,13620,Cipinang Melayu,Makasar,Jakarta Timur,DKI Jakarta
187,Kota Bandung,40135,-6.1341,106.8325,13130,Kayu Manis,Matraman,Jakarta Timur,DKI Jakarta
188,Kota Bandung,40135,-6.1341,106.8325,13780,Baru,Pasar Rebo,Jakarta Timur,DKI Jakarta
189,Kota Bandung,40135,-6.1341,106.8325,13230,Pisangan Timur,Pulo Gadung,Jakarta Timur,DKI Jakarta
190,Kota Bandung,40135,-6.1341,106.8325,13310,Bali Mester,Jatinegara,Jakarta Timur,DKI Jakarta
191,Kota Bandung,40135,-6.1341,106.8325,13890,Bambu Apus,Cipayung,Jakarta Timur,DKI Jakarta
192,Kota Bandung,40135,-6.1341,106.8325,14120,Cilincing,Cilincing,Jakarta Utara,DKI Jakarta
193,Kota Bandung,40135,-6.1341,106.8325,14240,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,DKI Jakarta
194,Kota Bandung,40135,-6.1341,106.8325,14210,Koja (Utara-Selatan),Koja,Jakarta Utara,DKI Jakarta
195,Kota Bandung,40135,-6.1341,106.8325,14430,Ancol,Pademangan,Jakarta Utara,DKI Jakarta
196,Kota Bandung,40135,-6.1341,106.8325,14470,Kamal Muara,Penjaringan,Jakarta Utara,DKI Jakarta
197,Kota Bandung,40135,-6.1341,106.8325,14320,Kebon Bawang,Tanjung Priok,Jakarta Utara,DKI Jakarta
198,Kota Bandung,40135,-6.1341,106.8325,14520,Pulau Pari,Kepulauan Seribu Selatan,Kepulauan Seribu,DKI Jakarta
199,Kota Bandung,40135,-6.1341,106.8325,14540,Pulau Harapan,Kepulauan Seribu Utara,Kepulauan Seribu,DKI Jakarta
200,Kota Bandung,40135,-6.1341,106.8325,40182,Ciroyom,Andir,Bandung Kota,Jawa Barat
201,Kota Bandung,40135,-6.1341,106.8325,40293,Cisaranten Endah,Arcamanik,Bandung Kota,Jawa Barat
202,Kota Bandung,40135,-6.1341,106.8325,40241,Cibadak,Astana Anyar,Bandung Kota,Jawa Barat
203,Kota Bandung,40135,-6.1341,106.8325,40224,Margahayu Utara,Babakan Ciparay,Bandung Kota,Jawa Barat
204,Kota Bandung,40135,-6.1341,106.8325,40256,Wates,Bandung Kidul,Bandung Kota,Jawa Barat
205,Kota Bandung,40135,-6.1341,106.8325,40211,Warung Muncang,Bandung Kulon,Bandung Kota,Jawa Barat
206,Kota Bandung,40135,-6.1341,106.8325,40116,Tamansari,Bandung Wetan,Bandung Kota,Jawa Barat
207,Kota Bandung,40135,-6.1341,106.8325,40272,Kebonwaru,Batununggal,Bandung Kota,Jawa Barat
208,Kota Bandung,40135,-6.1341,106.8325,40231,Suka Asih,Bojongloa Kaler,Bandung Kota,Jawa Barat
209,Kota Bandung,40135,-6.1341,106.8325,40236,Cibaduyut,Bojongloa Kidul,Bandung Kota,Jawa Barat
210,Kota Bandung,40135,-6.1341,106.8325,40286,Sekejati,Buahbatu (Margacinta),Bandung Kota,Jawa Barat
211,Kota Bandung,40135,-6.1341,106.8325,40124,Neglasari,Cibeunying Kaler,Bandung Kota,Jawa Barat
212,Kota Bandung,40135,-6.1341,106.8325,40121,Sukamaju,Cibeunying Kidul,Bandung Kota,Jawa Barat
213,Kota Bandung,40135,-6.1341,106.8325,40615,Palasari,Cibiru,Bandung Kota,Jawa Barat
214,Kota Bandung,40135,-6.1341,106.8325,40173,Pajajaran,Cicendo,Bandung Kota,Jawa Barat
215,Kota Bandung,40135,-6.1341,106.8325,40294,Cisaranten Wetan,Cinambo,Bandung Kota,Jawa Barat
216,Kota Bandung,40135,-6.1341,106.8325,40134,Sekeloa,Coblong,Bandung Kota,Jawa Barat
217,Kota Bandung,40135,-6.1341,106.8325,40294,Cimenerang (Cimincrang),Gedebage,Bandung Kota,Jawa Barat
218,Kota Bandung,40135,-6.1341,106.8325,40284,Kebon Kangkung,Kiaracondong,Bandung Kota,Jawa Barat
219,Kota Bandung,40135,-6.1341,106.8325,40195,Jatihandap,Mandalajati,Bandung Kota,Jawa Barat
220,Kota Bandung,40135,-6.1341,106.8325,40614,Cipadung Wetan,Panyileukan,Bandung Kota,Jawa Barat
221,Kota Bandung,40135,-6.1341,106.8325,40292,Mekar Mulya (Mekarjaya),Rancasari,Bandung Kota,Jawa Barat
222,Kota Bandung,40135,-6.1341,106.8325,40254,Pasirluyu,Regol,Bandung Kota,Jawa Barat
223,Kota Bandung,40135,-6.1341,106.8325,40164,Sukawarna,Sukajadi,Bandung Kota,Jawa Barat
224,Kota Bandung,40135,-6.1341,106.8325,40113,Merdeka,Sumur Bandung,Bandung Kota,Jawa Barat
225,Kota Bandung,40135,-6.1341,106.8325,40616,Pasirjati,Ujung Berung,Bandung Kota,Jawa Barat
226,Kota Bandung,40135,-6.1341,106.8325,40142,Ciumbuleuit,Cidadap,Bandung Kota,Jawa Barat
227,Kota Bandung,40135,-6.1341,106.8325,40151,Sarijadi,Sukasari,Bandung Kota,Jawa Barat
228,Kota Bandung,40135,-6.1341,106.8325,40291,Antapani Kulon,Antapani,Bandung Kota,Jawa Barat
229,Kota Bandung,40135,-6.1341,106.8325,40261,Cikawao,Lengkong,Bandung Kota,Jawa Barat
230,Kota Bandung,40135,-6.1341,106.8325,40561,Batujajar Barat,Batujajar,Bandung Barat,Jawa Barat
231,Kota Bandung,40135,-6.1341,106.8325,40562,Situwangi,Cihampelas,Bandung Barat,Jawa Barat
232,Kota Bandung,40135,-6.1341,106.8325,40556,Cikalong,Cikalong Wetan,Bandung Barat,Jawa Barat
233,Kota Bandung,40135,-6.1341,106.8325,40562,Bongas,Cililin,Bandung Barat,Jawa Barat
234,Kota Bandung,40135,-6.1341,106.8325,40554,Nyalindung,Cipatat,Bandung Barat,Jawa Barat
235,Kota Bandung,40135,-6.1341,106.8325,40564,Cicangkang Hilir,Cipongkor,Bandung Barat,Jawa Barat
236,Kota Bandung,40135,-6.1341,106.8325,40565,Sukasari,Gununghalu,Bandung Barat,Jawa Barat
237,Kota Bandung,40135,-6.1341,106.8325,40552,Margajaya,Ngamprah,Bandung Barat,Jawa Barat
238,Kota Bandung,40135,-6.1341,106.8325,40553,Cimerang,Padalarang,Bandung Barat,Jawa Barat
239,Kota Bandung,40135,-6.1341,106.8325,40559,Karyawangi,Parongpong,Bandung Barat,Jawa Barat
240,Kota Bandung,40135,-6.1341,106.8325,40566,Bojong,Rongga,Bandung Barat,Jawa Barat
241,Kota Bandung,40135,-6.1341,106.8325,40561,Saguling,Saguling,Bandung Barat,Jawa Barat
242,Kota Bandung,40135,-6.1341,106.8325,40563,Buninagara,Sindangkerta,Bandung Barat,Jawa Barat
243,Kota Bandung,40135,-6.1341,106.8325,40391,Cikahuripan,Lembang,Bandung Barat,Jawa Barat
244,Kota Bandung,40135,-6.1341,106.8325,40558,Sirnaraja,Cipeundeuy,Bandung Barat,Jawa Barat
245,Kota Bandung,40135,-6.1341,106.8325,40551,Tugumukti,Cisarua,Bandung Barat,Jawa Barat
246,Kota Bandung,40135,-6.1341,106.8325,46344,Rejasari,Langensari,Banjar,Jawa Barat
247,Kota Bandung,40135,-6.1341,106.8325,46327,Karyamukti,Pataruman,Banjar,Jawa Barat
248,Kota Bandung,40135,-6.1341,106.8325,46333,Raharja,Purwaharja,Banjar,Jawa Barat
249,Kota Bandung,40135,-6.1341,106.8325,46312,Balokang,Banjar,Banjar,Jawa Barat
250,Kota Bandung,40135,-6.1341,106.8325,17152,Cikiwul,BANTARGEBANG,Bekasi Kota,Jawa Barat
251,Kota Bandung,40135,-6.1341,106.8325,17135,Kranji,Bekasi Barat,Bekasi Kota,Jawa Barat
252,Kota Bandung,40135,-6.1341,106.8325,17148,Pekayon Jaya,Bekasi Selatan,Bekasi Kota,Jawa Barat
253,Kota Bandung,40135,-6.1341,106.8325,17111,Duren Jaya,Bekasi Timur,Bekasi Kota,Jawa Barat
