No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,J&T Express,29511,22911,43000,EZ,reguler
2,J&T Express,91561,96266,56000,EZ,reguler
3,JNE,91561,90511,9000,OKE19,reguler
4,JNE,29511,36514,39000,OKE19,reguler
5,JNE,91561,91911,17000,OKE19,reguler
6,JNE,29511,20511,33000,OKE19,reguler
7,J&T Express,91561,96112,31000,EZ,reguler
8,JNE,29511,28911,14000,OKE19,reguler
9,JNE,91561,74172,67000,OKE19,reguler
10,J&T Express,29511,34111,43000,EZ,reguler
11,J&T Express,29511,24311,63000,EZ,reguler
12,JNE,29511,22611,47000,OKE19,reguler
13,J&T Express,29511,35111,38000,EZ,reguler
14,J&T Express,29511,79465,73000,EZ,reguler
15,JNE,91561,92412,15000,OKE19,reguler
16,JNE,29511,20111,26000,OKE19,reguler
17,J&T Express,91561,96112,31000,EZ,reguler
18,JNE,29511,39112,52000,OKE19,reguler
19,JNE,29511,28755,14000,OKE19,reguler
20,J&T Express,29511,24352,63000,EZ,reguler
21,JNE,29511,28811,12000,OKE19,reguler
22,JNE,29511,21211,33000,OKE19,reguler
23,JNE,29511,30611,41000,OKE19,reguler
24,JNE,29511,20511,33000,OKE19,reguler
25,J&T Express,91561,76111,31000,EZ,reguler
26,J&T Express,91561,94561,54000,EZ,reguler
27,JNE,91561,78557,67000,OKE19,reguler
28,JNE,29511,30655,47000,OKE19,reguler
29,JNE,91561,90111,9000,OKE19,reguler
30,ID Express,91561,91512,9500,iDSTD,reguler
31,JNE,91561,78611,67000,OKE19,reguler
32,JNE,29511,20111,26000,OKE19,reguler
33,JNE,29511,36128,26000,OKE19,reguler
34,JNE,29511,22611,47000,OKE19,reguler
35,JNE,91561,74261,75000,OKE19,reguler
36,JNE,91561,93711,51000,OKE19,reguler
37,JNE,91561,91371,27000,OKE19,reguler
38,JNE,29511,28111,12000,OKE19,reguler
39,J&T Express,91561,75111,58000,EZ,reguler
40,JNE,29511,28411,12000,OKE19,reguler
41,JNE,29511,37571,39000,OKE19,reguler
42,JNE,29511,37311,33000,OKE19,reguler
43,JNE,29511,22111,33000,OKE19,reguler
44,JNE,29511,24476,77000,OKE19,reguler
45,J&T Express,29511,25111,24000,EZ,reguler
46,JNE,91561,75511,81000,OKE19,reguler
47,JNE,91561,90111,9000,OKE19,reguler
48,JNE,29511,32184,47000,OKE19,reguler
49,JNE,29511,37211,39000,OKE19,reguler
50,J&T Express,29511,22711,37000,EZ,reguler
51,JNE,29511,26566,38000,OKE19,reguler
52,J&T Express,29511,34684,45000,EZ,reguler
53,JNE,29511,31511,41000,OKE19,reguler
54,J&T Express,29511,35376,46000,EZ,reguler
55,J&T Express,29511,29427,32000,EZ,reguler
56,JNE,29511,22211,33000,OKE19,reguler
57,J&T Express,91561,96112,31000,EZ,reguler
58,J&T Express,29511,78243,53000,EZ,reguler
59,JNE,29511,20111,26000,OKE19,reguler
60,J&T Express,29511,79465,73000,EZ,reguler
61,JNE,91561,90511,9000,OKE19,reguler
62,JNE,91561,92511,20000,OKE19,reguler
63,JNE,29511,21255,33000,OKE19,reguler
64,JNE,29511,26566,38000,OKE19,reguler
65,JNE,29511,24382,71000,OKE19,reguler
66,JNE,29511,27211,38000,OKE19,reguler
67,JNE,29511,34877,63000,OKE19,reguler
68,J&T Express,29511,35111,38000,EZ,reguler
69,JNE,29511,38878,59000,OKE19,reguler
70,J&T Express,29511,39265,53000,EZ,reguler
71,JNE,29511,20811,33000,OKE19,reguler
72,J&T Express,29511,30111,28000,EZ,reguler
73,JNE,29511,32184,47000,OKE19,reguler
74,JNE,29511,20995,33000,OKE19,reguler
75,JNE,91561,93671,51000,OKE19,reguler
76,J&T Express,91561,73881,77000,EZ,reguler
77,JNE,91561,72163,85000,OKE19,reguler
78,J&T Express,29511,35376,46000,EZ,reguler
79,JNE,29511,28111,12000,OKE19,reguler
80,J&T Express,29511,34157,61000,EZ,reguler
81,JNE,91561,94971,62000,OKE19,reguler
82,JNE,29511,24382,71000,OKE19,reguler
83,JNE,29511,39115,52000,OKE19,reguler
84,JNE,91561,91711,15000,OKE19,reguler
85,JNE,91561,92917,20000,OKE19,reguler
86,JNE,91561,91561,6000,CTC19,reguler
87,JNE,29511,22111,33000,OKE19,reguler
88,JNE,91561,90111,9000,OKE19,reguler
89,JNE,29511,22111,33000,OKE19,reguler
90,JNE,29511,31311,41000,OKE19,reguler
91,J&T Express,29511,29427,32000,EZ,reguler
92,JNE,91561,94892,62000,OKE19,reguler
93,J&T Express,29511,79465,73000,EZ,reguler
94,J&T Express,29511,34684,45000,EZ,reguler
95,JNE,91561,74511,77000,REG19,reguler
96,JNE,29511,24653,77000,OKE19,reguler
97,JNE,29511,22742,47000,OKE19,reguler
98,JNE,29511,27511,38000,OKE19,reguler
