No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,91561,74161,75000,OKE19,reguler
2,JNE,29511,25673,38000,OKE19,reguler
3,JNE,91561,93411,42000,OKE19,reguler
4,JNE,29511,28763,14000,OKE19,reguler
5,JNE,29511,31311,41000,OKE19,reguler
6,J&T Express,29511,29111,54000,EZ,reguler
7,JNE,91561,92711,20000,OKE19,reguler
8,J&T Express,29511,34157,61000,EZ,reguler
9,JNE,29511,20511,33000,OKE19,reguler
10,JNE,29511,20995,33000,OKE19,reguler
11,J&T Express,29511,34194,53000,EZ,reguler
12,J&T Express,29511,34157,61000,EZ,reguler
13,JNE,29511,31661,47000,OKE19,reguler
14,JNE,29511,30611,41000,OKE19,reguler
15,J&T Express,29511,31411,45000,EZ,reguler
16,J&T Express,29511,30111,28000,EZ,reguler
17,J&T Express,29511,35611,49000,EZ,reguler
18,J&T Express,91561,95231,51000,EZ,reguler
19,J&T Express,91561,75511,81000,EZ,reguler
20,JNE,29511,24184,77000,OKE19,reguler
21,J&T Express,91561,94356,45000,EZ,reguler
22,JNE,29511,20811,33000,OKE19,reguler
23,JNE,29511,28811,12000,OKE19,reguler
24,JNE,91561,94711,53000,OKE19,reguler
25,JNE,29511,24261,77000,OKE19,reguler
26,JNE,29511,30655,47000,OKE19,reguler
27,JNE,29511,21455,39000,OKE19,reguler
28,JNE,29511,28557,12000,OKE19,reguler
29,J&T Express,29511,20111,26000,EZ,reguler
30,JNE,91561,90711,20000,OKE19,reguler
31,J&T Express,91561,92111,15000,EZ,reguler
32,J&T Express,29511,34611,50000,EZ,reguler
33,J&T Express,29511,33214,55000,EZ,reguler
34,JNE,91561,79513,67000,OKE19,reguler
35,JNE,91561,90611,15000,OKE19,reguler
36,JNE,29511,20511,33000,OKE19,reguler
37,JNE,29511,34877,63000,OKE19,reguler
38,J&T Express,29511,35111,38000,EZ,reguler
39,J&T Express,29511,23242,61000,EZ,reguler
40,J&T Express,91561,96112,31000,EZ,reguler
41,JNE,91561,91121,17000,OKE19,reguler
