No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,29511,32184,47000,OKE19,reguler
2,J&T Express,29511,35376,46000,EZ,reguler
3,JNE,29511,28411,12000,OKE19,reguler
4,JNE,29511,20111,26000,OKE19,reguler
5,JNE,94974,94971,35000,CTC19,reguler
6,JNE,29511,20111,26000,OKE19,reguler
7,JNE,29511,23764,71000,OKE19,reguler
8,J&T Express,29511,34764,43000,EZ,reguler
9,ID Express,94974,90111,27000,iDSTD,reguler
10,JNE,29511,23891,98000,REG19,reguler
11,J&T Express,29511,35592,43000,EZ,reguler
12,JNE,29511,20511,33000,OKE19,reguler
13,ID Express,94974,91311,32000,iDSTD,reguler
14,J&T Express,73911,75511,58000,EZ,reguler
15,J&T Express,29511,24352,63000,EZ,reguler
16,ID Express,94974,91992,32000,iDSTD,reguler
17,JNE,29511,22392,39000,OKE19,reguler
18,JNE,29511,23681,77000,OKE19,reguler
19,JNE,29511,20811,33000,OKE19,reguler
20,JNE,29511,24111,71000,OKE19,reguler
21,JNE,29511,31311,41000,OKE19,reguler
22,J&T Express,73911,76111,33000,EZ,reguler
23,J&T Express,29511,33214,55000,EZ,reguler
24,J&T Express,29511,34157,61000,EZ,reguler
25,JNE,29511,31661,47000,OKE19,reguler
26,ID Express,94974,92711,32000,iDSTD,reguler
27,ID Express,94974,90911,32000,iDSTD,reguler
28,J&T Express,29511,30111,28000,EZ,reguler
29,JNE,29511,20111,26000,OKE19,reguler
30,JNE,29511,25511,32000,OKE19,reguler
31,JNE,29511,26311,38000,OKE19,reguler
32,ID Express,94974,92111,27000,iDSTD,reguler
33,J&T Express,94974,94356,32000,EZ,reguler
34,JNE,29511,26164,38000,OKE19,reguler
35,JNE,29511,30911,47000,OKE19,reguler
36,ID Express,94974,91361,33000,iDSTD,reguler
37,JNE,29511,32184,47000,OKE19,reguler
38,JNE,29511,36514,39000,OKE19,reguler
39,J&T Express,73911,73112,29000,EZ,reguler
40,ID Express,94974,91853,33000,iDSTD,reguler
41,JNE,29511,30655,47000,OKE19,reguler
42,J&T Express,73911,79465,99000,EZ,reguler
43,J&T Express,73911,78113,60000,EZ,reguler
44,JNE,29511,38571,59000,OKE19,reguler
45,JNE,29511,36514,39000,OKE19,reguler
46,J&T Express,73911,79111,95000,EZ,reguler
47,JNE,29511,29211,12000,OKE19,reguler
48,JNE,29511,28557,12000,OKE19,reguler
49,JNE,29511,24261,77000,OKE19,reguler
50,JNE,29511,24382,71000,OKE19,reguler
51,JNE,29511,31511,41000,OKE19,reguler
52,J&T Express,73911,77211,64000,EZ,reguler
53,JNE,29511,36514,39000,OKE19,reguler
54,ID Express,94974,91911,32000,iDSTD,reguler
55,J&T Express,73911,79465,99000,EZ,reguler
56,ID Express,94974,91992,32000,iDSTD,reguler
57,ID Express,94974,91211,32000,iDSTD,reguler
58,J&T Express,73911,33511,84000,EZ,reguler
59,JNE,29511,37311,33000,OKE19,reguler
60,JNE,29511,20111,26000,OKE19,reguler
61,J&T Express,73911,73712,28000,EZ,reguler
62,J&T Express,29511,34111,43000,EZ,reguler
63,ID Express,94974,92711,32000,iDSTD,reguler
64,JNE,29511,21464,33000,OKE19,reguler
65,J&T Express,73911,74363,42000,EZ,reguler
66,J&T Express,29511,34157,61000,EZ,reguler
67,JNE,29511,26311,38000,OKE19,reguler
68,JNE,29511,21455,39000,OKE19,reguler
70,JNE,29511,25392,38000,OKE19,reguler
71,ID Express,94974,95881,82000,iDSTD,reguler
72,J&T Express,73911,73712,28000,EZ,reguler
73,JNE,29511,21111,33000,OKE19,reguler
74,ID Express,94974,93811,58000,iDSTD,reguler
75,J&T Express,29511,35111,38000,EZ,reguler
76,JNE,29511,22742,47000,OKE19,reguler
77,J&T Express,73911,78852,99000,EZ,reguler
78,ID Express,94974,95411,53000,iDSTD,reguler
79,JNE,29511,21311,39000,OKE19,reguler
80,JNE,29511,28755,14000,OKE19,reguler
81,J&T Express,73911,79111,95000,EZ,reguler
82,JNE,29511,24511,77000,OKE19,reguler
83,J&T Express,73911,74261,53000,EZ,reguler
84,JNE,94974,94974,35000,CTC19,reguler
85,JNE,29511,22611,47000,OKE19,reguler
86,JNE,29511,22411,41000,OKE19,reguler
87,ID Express,94974,92917,33000,iDSTD,reguler
88,J&T Express,29511,33123,40000,EZ,reguler
89,ID Express,94974,93791,59000,iDSTD,reguler
90,J&T Express,29511,33123,40000,EZ,reguler
91,JNE,29511,31311,41000,OKE19,reguler
92,J&T Express,29511,35592,43000,EZ,reguler
93,J&T Express,73911,78384,43000,EZ,reguler
94,ID Express,94974,92711,32000,iDSTD,reguler
95,JNE,29511,20711,33000,OKE19,reguler
96,J&T Express,29511,34157,61000,EZ,reguler
97,J&T Express,29511,35111,38000,EZ,reguler
98,J&T Express,73911,71419,20000,EZ,reguler
99,JNE,29511,38375,59000,OKE19,reguler
100,JNE,29511,37211,39000,OKE19,reguler
101,JNE,29511,38612,52000,OKE19,reguler
102,JNE,29511,21455,39000,OKE19,reguler
103,JNE,29511,27511,38000,OKE19,reguler
104,ID Express,94974,91811,33000,iDSTD,reguler
105,JNE,29511,26164,38000,OKE19,reguler
106,JNE,29511,20711,33000,OKE19,reguler
107,ID Express,94974,91211,32000,iDSTD,reguler
108,JNE,29511,31111,41000,OKE19,reguler
109,JNE,29511,24111,71000,OKE19,reguler
110,JNE,29511,24786,71000,OKE19,reguler
111,ID Express,94974,90111,27000,iDSTD,reguler
112,JNE,29511,28755,14000,OKE19,reguler
113,JNE,94974,94111,28000,REG19,reguler
114,ID Express,94974,93411,59000,iDSTD,reguler
115,J&T Express,73911,71215,21000,EZ,reguler
116,J&T Express,73911,72163,22000,EZ,reguler
117,J&T Express,73911,78611,99000,EZ,reguler
118,ID Express,94974,91361,33000,iDSTD,reguler
119,ID Express,94974,96362,57000,iDSTD,reguler
120,J&T Express,73911,71315,20000,EZ,reguler
121,ID Express,94974,90111,27000,iDSTD,reguler
122,J&T Express,29511,29427,32000,EZ,reguler
123,J&T Express,29511,29427,32000,EZ,reguler
124,JNE,29511,32274,47000,OKE19,reguler
125,JNE,29511,20511,33000,OKE19,reguler
126,JNE,29511,32156,47000,OKE19,reguler
127,J&T Express,29511,34388,53000,EZ,reguler
128,J&T Express,29511,30111,28000,EZ,reguler
129,JNE,29511,36514,39000,OKE19,reguler
130,J&T Express,73911,79465,99000,EZ,reguler
131,JNE,94974,94511,28000,REG19,reguler
132,JNE,29511,20995,33000,OKE19,reguler
133,J&T Express,73911,75765,62000,EZ,reguler
134,J&T Express,29511,33214,55000,EZ,reguler
135,JNE,29511,20511,33000,OKE19,reguler
136,JNE,29511,22311,34000,OKE19,reguler
137,ID Express,94974,95231,45000,iDSTD,reguler
138,ID Express,94974,91371,33000,iDSTD,reguler
139,JNE,29511,20111,26000,OKE19,reguler
140,J&T Express,73911,70117,12000,EZ,reguler
141,ID Express,94974,91911,32000,iDSTD,reguler
142,JNE,29511,21411,39000,OKE19,reguler
143,JNE,29511,22271,39000,OKE19,reguler
144,J&T Express,94974,94356,32000,EZ,reguler
145,ID Express,94974,96266,57000,iDSTD,reguler
