No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,29511,32184,47000,OKE19,reguler
2,J&T Express,29511,29111,54000,EZ,reguler
3,J&T Express,91561,94111,39000,EZ,reguler
4,JNE,29511,31654,47000,OKE19,reguler
5,JNE,29511,24111,71000,OKE19,reguler
6,JNE,29511,24511,77000,OKE19,reguler
7,JNE,29511,28411,12000,OKE19,reguler
8,JNE,29511,28411,12000,OKE19,reguler
9,J&T Express,29511,24413,63000,EZ,reguler
10,JNE,29511,28411,12000,OKE19,reguler
11,JNE,29511,28711,12000,OKE19,reguler
12,JNE,91561,71419,75000,OKE19,reguler
13,JNE,29511,31214,47000,OKE19,reguler
14,J&T Express,29511,24416,63000,EZ,reguler
15,JNE,29511,28111,12000,OKE19,reguler
16,JNE,91561,94971,62000,OKE19,reguler
17,JNE,91561,93881,51000,OKE19,reguler
18,J&T Express,29511,24413,63000,EZ,reguler
19,JNE,91561,90111,9000,OKE19,reguler
20,J&T Express,91561,95953,73000,EZ,reguler
21,JNE,91561,73513,67000,OKE19,reguler
22,JNE,29511,27411,38000,OKE19,reguler
23,J&T Express,29511,29111,54000,EZ,reguler
24,JNE,29511,22392,39000,OKE19,reguler
25,J&T Express,29511,29427,32000,EZ,reguler
26,JNE,29511,27511,38000,OKE19,reguler
27,JNE,91561,79513,67000,OKE19,reguler
28,J&T Express,29511,29511,10000,EZ,reguler
29,J&T Express,29511,79465,73000,EZ,reguler
30,JNE,29511,30655,47000,OKE19,reguler
31,JNE,29511,37111,39000,OKE19,reguler
32,JNE,91561,92917,20000,OKE19,reguler
33,J&T Express,29511,34684,45000,EZ,reguler
34,J&T Express,91561,93753,61000,EZ,reguler
35,J&T Express,29511,79465,73000,EZ,reguler
36,ID Express,91561,76143,70000,iDSTD,reguler
37,JNE,29511,21211,33000,OKE19,reguler
38,J&T Express,29511,38956,53000,EZ,reguler
39,J&T Express,91561,78852,54000,EZ,reguler
40,JNE,29511,20811,33000,OKE19,reguler
41,J&T Express,29511,79465,73000,EZ,reguler
42,JNE,29511,21411,39000,OKE19,reguler
43,JNE,91561,92711,20000,OKE19,reguler
44,J&T Express,91561,76111,31000,EZ,reguler
45,JNE,29511,28711,12000,OKE19,reguler
46,JNE,29511,24261,77000,OKE19,reguler
47,JNE,29511,20111,26000,OKE19,reguler
48,J&T Express,91561,96362,56000,EZ,reguler
49,J&T Express,91561,95511,62000,EZ,reguler
50,JNE,29511,28911,14000,OKE19,reguler
51,J&T Express,29511,25111,24000,EZ,reguler
52,JNE,29511,23671,77000,OKE19,reguler
53,J&T Express,29511,35111,38000,EZ,reguler
54,J&T Express,29511,35367,43000,EZ,reguler
55,J&T Express,29511,29511,10000,EZ,reguler
56,JNE,91561,71513,75000,OKE19,reguler
57,JNE,29511,28411,12000,OKE19,reguler
58,J&T Express,29511,22711,37000,EZ,reguler
59,JNE,91561,74261,75000,OKE19,reguler
60,JNE,91561,74413,67000,OKE19,reguler
61,JNE,91561,91361,20000,OKE19,reguler
62,JNE,29511,27383,38000,OKE19,reguler
63,JNE,29511,20511,33000,OKE19,reguler
64,J&T Express,29511,31411,45000,EZ,reguler
65,J&T Express,91561,94561,54000,EZ,reguler
66,JNE,91561,91211,20000,OKE19,reguler
67,JNE,29511,20511,33000,OKE19,reguler
68,J&T Express,29511,34611,50000,EZ,reguler
69,J&T Express,29511,38118,35000,EZ,reguler
70,JNE,29511,26566,38000,OKE19,reguler
71,JNE,91561,75683,73000,OKE19,reguler
72,J&T Express,29511,34157,61000,EZ,reguler
73,J&T Express,29511,23242,61000,EZ,reguler
74,J&T Express,29511,78873,68000,EZ,reguler
75,J&T Express,29511,35367,43000,EZ,reguler
76,J&T Express,29511,35592,43000,EZ,reguler
77,JNE,91561,91561,6000,CTC19,reguler
78,J&T Express,29511,33312,43000,EZ,reguler
79,JNE,91561,92711,20000,OKE19,reguler
80,JNE,91561,93572,51000,OKE19,reguler
81,JNE,91561,78557,67000,OKE19,reguler
82,J&T Express,29511,30111,28000,EZ,reguler
83,J&T Express,29511,25111,24000,EZ,reguler
84,JNE,29511,28383,12000,OKE19,reguler
85,JNE,91561,71215,75000,OKE19,reguler
86,JNE,29511,20995,33000,OKE19,reguler
87,JNE,29511,24651,77000,OKE19,reguler
88,JNE,29511,20995,33000,OKE19,reguler
89,JNE,91561,71419,75000,OKE19,reguler
90,J&T Express,91561,93111,26000,EZ,reguler
91,JNE,29511,20511,33000,OKE19,reguler
92,JNE,29511,29319,12000,OKE19,reguler
93,JNE,29511,31511,41000,OKE19,reguler
94,J&T Express,29511,29511,10000,EZ,reguler
95,J&T Express,29511,22711,37000,EZ,reguler
96,JNE,29511,22411,41000,OKE19,reguler
97,J&T Express,29511,24352,63000,EZ,reguler
98,JNE,29511,20811,33000,OKE19,reguler
99,JNE,29511,20511,33000,OKE19,reguler
100,JNE,91561,93711,51000,OKE19,reguler
