No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,JNE,29511,32184,47000,OKE19,reguler
2,J&T Express,29511,35376,46000,EZ,reguler
3,JNE,29511,28411,12000,OKE19,reguler
4,JNE,29511,20111,26000,OKE19,reguler
5,JNE,91561,94971,62000,OKE19,reguler
6,JNE,29511,20111,26000,OKE19,reguler
7,JNE,29511,23764,71000,OKE19,reguler
8,J&T Express,29511,34764,43000,EZ,reguler
9,JNE,91561,90111,9000,OKE19,reguler
10,JNE,29511,23891,98000,REG19,reguler
11,J&T Express,29511,35592,43000,EZ,reguler
12,JNE,29511,20511,33000,OKE19,reguler
13,JNE,91561,91311,15000,OKE19,reguler
14,JNE,91561,75511,81000,OKE19,reguler
15,J&T Express,29511,24352,63000,EZ,reguler
16,JNE,91561,91992,20000,OKE19,reguler
17,JNE,29511,22392,39000,OKE19,reguler
18,JNE,29511,23681,77000,OKE19,reguler
19,JNE,29511,20811,33000,OKE19,reguler
20,JNE,29511,24111,71000,OKE19,reguler
21,JNE,29511,31311,41000,OKE19,reguler
22,J&T Express,91561,76111,31000,EZ,reguler
23,J&T Express,29511,33214,55000,EZ,reguler
24,J&T Express,29511,34157,61000,EZ,reguler
25,JNE,29511,31661,47000,OKE19,reguler
26,JNE,91561,92711,20000,OKE19,reguler
27,JNE,91561,90911,20000,OKE19,reguler
28,J&T Express,29511,30111,28000,EZ,reguler
29,JNE,29511,20111,26000,OKE19,reguler
30,JNE,29511,25511,32000,OKE19,reguler
31,JNE,29511,26311,38000,OKE19,reguler
32,J&T Express,91561,92111,15000,EZ,reguler
33,J&T Express,91561,94356,45000,EZ,reguler
34,JNE,29511,26164,38000,OKE19,reguler
35,JNE,29511,30911,47000,OKE19,reguler
36,JNE,91561,91361,20000,OKE19,reguler
37,JNE,29511,32184,47000,OKE19,reguler
38,JNE,29511,36514,39000,OKE19,reguler
39,J&T Express,91561,73112,48000,EZ,reguler
40,JNE,91561,91853,20000,OKE19,reguler
41,JNE,29511,30655,47000,OKE19,reguler
42,J&T Express,29511,79465,73000,EZ,reguler
43,J&T Express,29511,78113,53000,EZ,reguler
44,JNE,29511,38571,59000,OKE19,reguler
45,JNE,29511,36514,39000,OKE19,reguler
46,J&T Express,29511,79111,63000,EZ,reguler
47,JNE,29511,29211,12000,OKE19,reguler
48,JNE,29511,28557,12000,OKE19,reguler
49,JNE,29511,24261,77000,OKE19,reguler
50,JNE,29511,24382,71000,OKE19,reguler
51,JNE,29511,31511,41000,OKE19,reguler
52,J&T Express,91561,77211,74000,EZ,reguler
53,JNE,29511,36514,39000,OKE19,reguler
54,JNE,91561,91911,17000,OKE19,reguler
55,J&T Express,29511,79465,73000,EZ,reguler
56,JNE,91561,91992,20000,OKE19,reguler
57,JNE,91561,91211,20000,OKE19,reguler
58,J&T Express,29511,33511,49000,EZ,reguler
59,JNE,29511,37311,33000,OKE19,reguler
60,JNE,29511,20111,26000,OKE19,reguler
61,JNE,91561,73712,75000,OKE19,reguler
62,J&T Express,29511,34111,43000,EZ,reguler
63,JNE,91561,92711,20000,OKE19,reguler
64,JNE,29511,21464,33000,OKE19,reguler
65,JNE,91561,74363,75000,OKE19,reguler
66,J&T Express,29511,34157,61000,EZ,reguler
67,JNE,29511,26311,38000,OKE19,reguler
68,JNE,29511,21455,39000,OKE19,reguler
69,ID Express,91561,76143,70000,iDSTD,reguler
70,JNE,29511,25392,38000,OKE19,reguler
71,JNE,91561,95881,79000,OKE19,reguler
72,JNE,91561,73712,75000,OKE19,reguler
73,JNE,29511,21111,33000,OKE19,reguler
74,JNE,91561,93811,42000,OKE19,reguler
75,J&T Express,29511,35111,38000,EZ,reguler
76,JNE,29511,22742,47000,OKE19,reguler
77,J&T Express,91561,78852,54000,EZ,reguler
78,J&T Express,91561,95411,64000,EZ,reguler
79,JNE,29511,21311,39000,OKE19,reguler
80,JNE,29511,28755,14000,OKE19,reguler
81,J&T Express,29511,79111,63000,EZ,reguler
82,JNE,29511,24511,77000,OKE19,reguler
83,JNE,91561,74261,75000,OKE19,reguler
84,JNE,91561,94974,62000,OKE19,reguler
85,JNE,29511,22611,47000,OKE19,reguler
86,JNE,29511,22411,41000,OKE19,reguler
87,JNE,91561,92917,20000,OKE19,reguler
88,J&T Express,29511,33123,40000,EZ,reguler
89,JNE,91561,93791,42000,OKE19,reguler
90,J&T Express,29511,33123,40000,EZ,reguler
91,JNE,29511,31311,41000,OKE19,reguler
92,J&T Express,29511,35592,43000,EZ,reguler
93,J&T Express,29511,78384,68000,EZ,reguler
94,JNE,91561,92711,20000,OKE19,reguler
95,JNE,29511,20711,33000,OKE19,reguler
96,J&T Express,29511,34157,61000,EZ,reguler
97,J&T Express,29511,35111,38000,EZ,reguler
98,JNE,91561,71419,75000,OKE19,reguler
99,JNE,29511,38375,59000,OKE19,reguler
100,JNE,29511,37211,39000,OKE19,reguler
101,JNE,29511,38612,52000,OKE19,reguler
102,JNE,29511,21455,39000,OKE19,reguler
103,JNE,29511,27511,38000,OKE19,reguler
104,JNE,91561,91811,15000,OKE19,reguler
105,JNE,29511,26164,38000,OKE19,reguler
106,JNE,29511,20711,33000,OKE19,reguler
107,JNE,91561,91211,20000,OKE19,reguler
108,JNE,29511,31111,41000,OKE19,reguler
109,JNE,29511,24111,71000,OKE19,reguler
110,JNE,29511,24786,71000,OKE19,reguler
111,JNE,91561,90111,9000,OKE19,reguler
112,JNE,29511,28755,14000,OKE19,reguler
113,J&T Express,91561,94111,39000,EZ,reguler
114,JNE,91561,93411,42000,OKE19,reguler
115,JNE,91561,71215,75000,OKE19,reguler
116,JNE,91561,72163,85000,OKE19,reguler
117,JNE,91561,78611,67000,OKE19,reguler
118,JNE,91561,91361,20000,OKE19,reguler
119,J&T Express,91561,96362,56000,EZ,reguler
120,JNE,91561,71315,75000,OKE19,reguler
121,JNE,91561,90111,9000,OKE19,reguler
122,J&T Express,29511,29427,32000,EZ,reguler
123,J&T Express,29511,29427,32000,EZ,reguler
124,JNE,29511,32274,47000,OKE19,reguler
125,JNE,29511,20511,33000,OKE19,reguler
126,JNE,29511,32156,47000,OKE19,reguler
127,J&T Express,29511,34388,53000,EZ,reguler
128,J&T Express,29511,30111,28000,EZ,reguler
129,JNE,29511,36514,39000,OKE19,reguler
130,J&T Express,29511,79465,73000,EZ,reguler
131,J&T Express,91561,94511,54000,EZ,reguler
132,JNE,29511,20995,33000,OKE19,reguler
133,JNE,91561,75765,81000,OKE19,reguler
134,J&T Express,29511,33214,55000,EZ,reguler
135,JNE,29511,20511,33000,OKE19,reguler
136,JNE,29511,22311,34000,OKE19,reguler
137,J&T Express,91561,95231,51000,EZ,reguler
138,JNE,91561,91371,27000,OKE19,reguler
139,JNE,29511,20111,26000,OKE19,reguler
140,J&T Express,91561,70117,54000,EZ,reguler
141,JNE,91561,91911,17000,OKE19,reguler
142,JNE,29511,21411,39000,OKE19,reguler
143,JNE,29511,22271,39000,OKE19,reguler
144,J&T Express,91561,94356,45000,EZ,reguler
145,J&T Express,91561,96266,56000,EZ,reguler
146,J&T Express,29511,25111,24000,EZ,reguler
