No.,Nama Logistic,Kode Pos Asal,Kode Pos Tujuan,Ongkir,Rate Code,Rate Type
1,J&T Express,78243,22876,38000,EZ,reguler
2,JNE,78243,30711,51000,OKE19,reguler
3,J&T Express,78243,70611,58000,EZ,reguler
4,J&T Express,78243,90711,64000,EZ,reguler
5,ID Express,78243,20511,53000,iDSTD,reguler
6,ID Express,78243,90111,50000,iDSTD,reguler
7,SiCepat,78243,78873,13500,SIUNT,reguler
8,J&T Express,78243,29319,54000,EZ,reguler
9,J&T Express,78243,22911,54000,EZ,reguler
10,SiCepat,78243,28411,56000,SIUNT,reguler
11,ID Express,78243,22727,59000,iDSTD,reguler
12,ID Express,78243,28111,40000,iDSTD,reguler
13,ID Express,78243,75111,55000,iDSTD,reguler
14,SiCepat,78243,22742,63000,SIUNT,reguler
15,JNE,78243,29211,58000,OKE19,reguler
16,ID Express,78243,74361,62000,iDSTD,reguler
17,J&T Express,78243,92711,64000,EZ,reguler
18,SiCepat,78243,73761,60000,SIUNT,reguler
19,SiCepat,78243,70815,66000,SIUNT,reguler
20,J&T Express,78243,94971,50000,EZ,reguler
21,ID Express,78243,93111,63000,iDSTD,reguler
22,J&T Express,78243,21111,55000,EZ,reguler
23,SiCepat,78243,34194,47000,SIUNT,reguler
24,J&T Express,78243,22311,43000,EZ,reguler
25,JNE,78243,24184,74000,OKE19,reguler
26,J&T Express,78243,94971,50000,EZ,reguler
27,J&T Express,78243,94356,91000,EZ,reguler
28,J&T Express,78243,27211,52000,EZ,reguler
29,ID Express,78243,35592,46000,iDSTD,reguler
30,J&T Express,78243,23764,63000,EZ,reguler
31,ID Express,78243,79465,12000,iDSTD,reguler
32,ID Express,78243,30111,34000,iDSTD,reguler
33,JNE,78243,79513,11000,OKE19,reguler
34,ID Express,78243,22611,74000,iDSTD,reguler
35,J&T Express,78243,24413,64000,EZ,reguler
36,JNE,78243,78557,11000,OKE19,reguler
37,JNE,78243,31311,51000,OKE19,reguler
38,J&T Express,78243,30911,48000,EZ,reguler
39,J&T Express,78243,90911,64000,EZ,reguler
40,JNE,78243,92111,62000,OKE19,reguler
41,ID Express,78243,20111,45000,iDSTD,reguler
42,ID Express,78243,78113,5500,iDSTD,reguler
43,J&T Express,78243,96211,60000,EZ,reguler
44,ID Express,78243,22727,59000,iDSTD,reguler
45,J&T Express,78243,71419,51000,EZ,reguler
46,J&T Express,78243,27211,52000,EZ,reguler
47,JNE,78243,21464,64000,OKE19,reguler
48,SiCepat,78243,28557,56500,SIUNT,reguler
49,J&T Express,78243,93511,63000,EZ,reguler
50,J&T Express,78243,24511,59000,EZ,reguler
51,SiCepat,78243,72211,58000,SIUNT,reguler
52,SiCepat,78243,36364,52500,SIUNT,reguler
53,SiCepat,78243,29662,56500,SIUNT,reguler
54,ID Express,78243,90111,50000,iDSTD,reguler
55,SiCepat,78243,70815,66000,SIUNT,reguler
56,J&T Express,78243,29319,54000,EZ,reguler
57,ID Express,78243,35367,51000,iDSTD,reguler
58,SiCepat,78243,24653,66500,SIUNT,reguler
59,ID Express,78243,28763,62500,iDSTD,reguler
60,ID Express,78243,20511,53000,iDSTD,reguler
61,J&T Express,78243,31411,48000,EZ,reguler
62,J&T Express,78243,92311,64000,EZ,reguler
63,ID Express,78243,23242,50000,iDSTD,reguler
64,SiCepat,78243,71153,63500,SIUNT,reguler
65,J&T Express,78243,24413,64000,EZ,reguler
66,SiCepat,78243,70815,66000,SIUNT,reguler
67,J&T Express,78243,92511,64000,EZ,reguler
68,J&T Express,78243,95378,87000,EZ,reguler
69,J&T Express,78243,73513,57000,EZ,reguler
70,SiCepat,78243,27383,57000,SIUNT,reguler
71,SiCepat,78243,22742,63000,SIUNT,reguler
72,J&T Express,78243,24311,64000,EZ,reguler
73,JNE,78243,28711,58000,OKE19,reguler
74,J&T Express,78243,22311,43000,EZ,reguler
75,ID Express,78243,35592,46000,iDSTD,reguler
76,ID Express,78243,20111,45000,iDSTD,reguler
77,J&T Express,78243,29111,55000,EZ,reguler
78,J&T Express,78243,21211,54000,EZ,reguler
79,ID Express,78243,76111,46000,iDSTD,reguler
80,ID Express,78243,78113,5500,iDSTD,reguler
81,ID Express,78243,94111,60000,iDSTD,reguler
82,J&T Express,78243,22311,43000,EZ,reguler
83,J&T Express,78243,31661,53000,EZ,reguler
84,J&T Express,78243,73513,57000,EZ,reguler
85,ID Express,78243,29427,41000,iDSTD,reguler
86,JNE,78243,31311,51000,OKE19,reguler
87,J&T Express,78243,94561,57000,EZ,reguler
88,J&T Express,78243,22111,54000,EZ,reguler
89,ID Express,78243,74361,62000,iDSTD,reguler
90,JNE,78243,78557,11000,OKE19,reguler
91,ID Express,78243,35367,51000,iDSTD,reguler
92,J&T Express,78243,71419,51000,EZ,reguler
93,J&T Express,78243,94511,57000,EZ,reguler
94,ID Express,78243,94681,91000,iDSTD,reguler
95,J&T Express,78243,25673,52000,EZ,reguler
96,J&T Express,78243,92611,62000,EZ,reguler
97,ID Express,78243,35111,33000,iDSTD,reguler
98,J&T Express,78243,38711,54000,EZ,reguler
99,J&T Express,78243,95751,95000,EZ,reguler
100,ID Express,78243,36128,34000,iDSTD,reguler
101,J&T Express,78243,92511,64000,EZ,reguler
102,ID Express,78243,36128,34000,iDSTD,reguler
103,ID Express,78243,25111,40000,iDSTD,reguler
104,J&T Express,78243,30911,48000,EZ,reguler
105,SiCepat,78243,27411,55000,SIUNT,reguler
106,J&T Express,78243,71215,54000,EZ,reguler
107,J&T Express,78243,21411,54000,EZ,reguler
108,J&T Express,78243,95711,80000,EZ,reguler
109,J&T Express,78243,24413,64000,EZ,reguler
110,JNE,78243,31311,51000,OKE19,reguler
111,JNE,78243,28711,58000,OKE19,reguler
112,JNE,78243,24261,74000,OKE19,reguler
113,J&T Express,78243,24311,64000,EZ,reguler
114,ID Express,78243,76111,46000,iDSTD,reguler
115,J&T Express,78243,24782,55000,EZ,reguler
116,J&T Express,78243,21411,54000,EZ,reguler
117,J&T Express,78243,90911,64000,EZ,reguler
118,J&T Express,78243,29111,55000,EZ,reguler
119,ID Express,78243,20111,45000,iDSTD,reguler
120,J&T Express,78243,31512,39000,EZ,reguler
121,JNE,78243,32184,56000,OKE19,reguler
122,J&T Express,78243,21411,54000,EZ,reguler
123,ID Express,78243,22874,65000,iDSTD,reguler
124,J&T Express,78243,22911,54000,EZ,reguler
125,JNE,78243,78611,11000,OKE19,reguler
126,ID Express,78243,22874,65000,iDSTD,reguler
127,SiCepat,78243,26566,57000,SIUNT,reguler
128,J&T Express,78243,90911,64000,EZ,reguler
129,JNE,78243,31311,51000,OKE19,reguler
130,ID Express,78243,30111,34000,iDSTD,reguler
131,SiCepat,78243,28411,56000,SIUNT,reguler
132,JNE,78243,75683,76000,OKE19,reguler
133,SiCepat,78243,37111,48000,SIUNT,reguler
134,ID Express,78243,20111,45000,iDSTD,reguler
135,J&T Express,78243,21411,54000,EZ,reguler
136,J&T Express,78243,73712,57000,EZ,reguler
137,SiCepat,78243,21161,66500,SIUNT,reguler
