No,originCityName,originPostalCode,originLat,originLong,destinationPostalCode,destinationLat,destinationLong
1,Medan,20111,3.595196,98.672222,22911,0.847732,99.250065
2,Surabaya,60191,-7.2575,112.7521,96266,0.739309,121.991675
3,Surabaya,60191,-7.2575,112.7521,90511,-5.055282,119.630989
4,Palembang,30111,-2.987319,104.736009,36514,-1.25072,103.38945
5,Surabaya,60191,-7.2575,112.7521,91911,-2.978439,120.091282
6,Medan,20111,3.595196,98.672222,20511,3.480805,98.664792
7,Surabaya,60191,-7.2575,112.7521,96112,0.54854,123.070209
8,Medan,20111,3.595196,98.672222,28911,1.950618,100.825648
9,Surabaya,60191,-7.2575,112.7521,74172,-2.600499,111.220706
10,Jakarta Utara,14440,-6.1341,106.8325,34111,-5.113594,105.305088
11,Medan,20111,3.595196,98.672222,24311,4.981445,97.438202
12,Medan,20111,3.595196,98.672222,22611,1.815388,98.883182
13,Jakarta Utara,14440,-6.1341,106.8325,35111,-5.427139,105.257972
14,Palembang,30111,-2.987319,104.736009,79465,1.403274,109.325107
15,Surabaya,60191,-7.2575,112.7521,92412,-5.516169,119.931403
16,Medan,20111,3.595196,98.672222,20111,3.595196,98.672222
17,Surabaya,60191,-7.2575,112.7521,96112,0.54854,123.070209
18,Palembang,30111,-2.987319,104.736009,39112,-3.662338,102.524653
19,Palembang,30111,-2.987319,104.736009,28755,0.936412,102.700215
20,Medan,20111,3.595196,98.672222,24352,5.186948,97.133471
21,Medan,20111,3.595196,98.672222,28811,1.678102,101.449121
22,Medan,20111,3.595196,98.672222,21211,2.766106,99.047137
23,Palembang,30111,-2.987319,104.736009,30611,-3.446469,104.618896
24,Medan,20111,3.595196,98.672222,20511,3.480805,98.664792
25,Surabaya,60191,-7.2575,112.7521,76111,-1.267638,116.827905
26,Surabaya,60191,-7.2575,112.7521,94561,0.53997,119.710356
27,Palembang,30111,-2.987319,104.736009,78557,0.13477,110.592349
28,Palembang,30111,-2.987319,104.736009,30655,-3.446607,104.488097
29,Surabaya,60191,-7.2575,112.7521,90111,-5.147665,119.432731
30,Surabaya,60191,-7.2575,112.7521,91512,-2.573133,119.363607
31,Palembang,30111,-2.987319,104.736009,78611,0.06395,111.492913
32,Medan,20111,3.595196,98.672222,20111,3.595196,98.672222
33,Palembang,30111,-2.987319,104.736009,36128,-1.610122,103.613122
34,Medan,20111,3.595196,98.672222,22611,1.815388,98.883182
35,Surabaya,60191,-7.2575,112.7521,74261,-2.552164,112.581647
36,Surabaya,60191,-7.2575,112.7521,93711,-5.469289,122.604655
37,Surabaya,60191,-7.2575,112.7521,91371,-2.989799,119.345682
38,Medan,20111,3.595196,98.672222,28111,0.534482,101.447679
39,Surabaya,60191,-7.2575,112.7521,75111,-0.502106,117.153709
40,Medan,20111,3.595196,98.672222,28411,0.291466,101.143107
41,Palembang,30111,-2.987319,104.736009,37571,-1.578579,102.349139
42,Palembang,30111,-2.987319,104.736009,37311,-2.34895,102.126105
43,Medan,20111,3.595196,98.672222,22111,3.028802,98.277303
44,Medan,20111,3.595196,98.672222,24476,4.065084,97.967821
45,Palembang,30111,-2.987319,104.736009,25111,-0.939989,100.35412
46,Surabaya,60191,-7.2575,112.7521,75511,-0.214494,116.959885
47,Surabaya,60191,-7.2575,112.7521,90111,-5.147665,119.432731
48,Palembang,30111,-2.987319,104.736009,32184,-3.60614,103.975773
49,Palembang,30111,-2.987319,104.736009,37211,-1.346301,101.842768
50,Medan,20111,3.595196,98.672222,22711,1.454282,99.246087
51,Medan,20111,3.595196,98.672222,26566,-0.356482,99.872362
52,Palembang,30111,-2.987319,104.736009,34684,-4.003371,105.39169
53,Palembang,30111,-2.987319,104.736009,31511,-3.730898,102.78492
54,Jakarta Utara,14440,-6.1341,106.8325,35376,-5.364748,104.972015
55,Palembang,30111,-2.987319,104.736009,29427,1.045626,104.030454
