No,originCityName,originPostalCode,originLat,originLong,destinationPostalCode,destinationLat,destinationLong
1,Medan,20111,3.595196,98.672222,24382,5.506105,95.36854
2,Palembang,30111,-2.987319,104.736009,27383,-0.792548,100.652947
3,Palembang,30111,-2.987319,104.736009,29211,-0.170646,102.530555
4,Surabaya,60191,-7.2575,112.7521,92917,-2.382177,119.944564
5,Palembang,30111,-2.987319,104.736009,31214,-4.031489,103.097979
6,Palembang,30111,-2.987319,104.736009,30655,-3.446607,104.488097
7,Medan,20111,3.595196,98.672222,20811,3.792181,98.385996
8,Jakarta Utara,14440,-6.1341,106.8325,34511,-4.975167,105.25509
9,Surabaya,60191,-7.2575,112.7521,90511,-5.055282,119.630989
10,Palembang,30111,-2.987319,104.736009,30111,-2.987319,104.736009
11,Palembang,30111,-2.987319,104.736009,34611,-4.522042,105.205173
12,Medan,20111,3.595196,98.672222,22111,3.028802,98.277303
13,Palembang,30111,-2.987319,104.736009,79465,1.403274,109.325107
14,Medan,20111,3.595196,98.672222,26164,-0.254882,100.233707
15,Medan,20111,3.595196,98.672222,25511,-0.57461,100.148899
16,Palembang,30111,-2.987319,104.736009,79465,1.403274,109.325107
17,Surabaya,60191,-7.2575,112.7521,92311,-5.582748,119.641924
18,Palembang,30111,-2.987319,104.736009,30111,-2.987319,104.736009
19,Surabaya,60191,-7.2575,112.7521,76271,-1.701166,116.322919
20,Palembang,30111,-2.987319,104.736009,33411,-2.741736,107.625053
21,Surabaya,60191,-7.2575,112.7521,77111,3.300009,117.61851
22,Palembang,30111,-2.987319,104.736009,78611,0.06395,111.492913
23,Medan,20111,3.595196,98.672222,24382,5.506105,95.36854
24,Palembang,30111,-2.987319,104.736009,34157,-4.884785,105.198391
25,Surabaya,60191,-7.2575,112.7521,92412,-5.516169,119.931403
26,Surabaya,60191,-7.2575,112.7521,73761,-2.981434,114.570154
27,Surabaya,60191,-7.2575,112.7521,70117,-3.320299,114.591866
28,Palembang,30111,-2.987319,104.736009,30911,-2.434015,104.583599
29,Palembang,30111,-2.987319,104.736009,30111,-2.987319,104.736009
30,Palembang,30111,-2.987319,104.736009,27411,-0.687642,100.783294
31,Surabaya,60191,-7.2575,112.7521,90111,-5.147665,119.432731
32,Medan,20111,3.595196,98.672222,28557,0.881609,100.655658
33,Medan,20111,3.595196,98.672222,22911,0.847732,99.250065
34,Surabaya,60191,-7.2575,112.7521,94111,-0.883391,119.481491
35,Palembang,30111,-2.987319,104.736009,30911,-2.434015,104.583599
36,Palembang,30111,-2.987319,104.736009,34157,-4.884785,105.198391
37,Palembang,30111,-2.987319,104.736009,30911,-2.434015,104.583599
38,Jakarta Utara,14440,-6.1341,106.8325,35367,-5.487725,105.119718
39,Medan,20111,3.595196,98.672222,23242,5.54829,95.323755
40,Surabaya,60191,-7.2575,112.7521,90111,-5.147665,119.432731
41,Surabaya,60191,-7.2575,112.7521,95378,1.480495,124.92493
42,Palembang,30111,-2.987319,104.736009,27678,-1.179729,101.341942
43,Palembang,30111,-2.987319,104.736009,78243,-0.099983,109.330533
44,Palembang,30111,-2.987319,104.736009,30111,-2.987319,104.736009
45,Surabaya,60191,-7.2575,112.7521,71419,-2.286212,115.213917
46,Palembang,30111,-2.987319,104.736009,32274,-4.235329,103.530487
