No,originCityName,originPostalCode,originLat,originLong,destinationPostalCode,destinationLat,destinationLong
1,Kuantan Singingi,29511,-0.452510,101.452890,32184,-3.60614,103.975773
2,Kuantan Singingi,29511,-0.452510,101.452890,29111,0.903739,104.520442
3,Morowali,94974,-2.484031,121.911621,94111,-0.883391,119.481491
4,Kuantan Singingi,29511,-0.452510,101.452890,31654,-2.372244,103.030468
5,Kuantan Singingi,29511,-0.452510,101.452890,24111,5.150908,95.980123
6,Kuantan Singingi,29511,-0.452510,101.452890,24511,4.634051,96.916392
7,Kuantan Singingi,29511,-0.452510,101.452890,28411,0.291466,101.143107
8,Kuantan Singingi,29511,-0.452510,101.452890,28411,0.291466,101.143107
9,Kuantan Singingi,29511,-0.452510,101.452890,24413,4.676605,97.90675
10,Kuantan Singingi,29511,-0.452510,101.452890,28411,0.291466,101.143107
11,Kuantan Singingi,29511,-0.452510,101.452890,28711,1.488894,102.264307
12,Murung Raya,73911,-0.285192,114.255040,71419,-2.286212,115.213917
13,Kuantan Singingi,29511,-0.452510,101.452890,31214,-4.031489,103.097979
14,Kuantan Singingi,29511,-0.452510,101.452890,24416,4.487456,97.960922
15,Kuantan Singingi,29511,-0.452510,101.452890,28111,0.534482,101.447679
16,Morowali,94974,-2.484031,121.911621,94971,0.900303,121.677543
17,Morowali,94974,-2.484031,121.911621,93881,-5.507226,122.786954
18,Kuantan Singingi,29511,-0.452510,101.452890,24413,4.676605,97.90675
19,Morowali,94974,-2.484031,121.911621,90111,-5.147665,119.432731
20,Morowali,94974,-2.484031,121.911621,95953,1.070894,124.813615
21,Murung Raya,73911,-0.285192,114.255040,73513,-3.196033,114.390253
22,Kuantan Singingi,29511,-0.452510,101.452890,27411,-0.687642,100.783294
23,Kuantan Singingi,29511,-0.452510,101.452890,29111,0.903739,104.520442
24,Kuantan Singingi,29511,-0.452510,101.452890,22392,2.584514,98.863784
25,Kuantan Singingi,29511,-0.452510,101.452890,29427,1.045626,104.030454
26,Kuantan Singingi,29511,-0.452510,101.452890,27511,-0.679012,101.253522
27,Murung Raya,73911,-0.285192,114.255040,79513,0.004029,110.939268
28,Kuantan Singingi,29511,-0.452510,101.452890,29511,-0.45251,101.45289
29,Murung Raya,73911,-0.285192,114.255040,79465,1.403274,109.325107
30,Kuantan Singingi,29511,-0.452510,101.452890,30655,-3.446607,104.488097
31,Kuantan Singingi,29511,-0.452510,101.452890,37111,-2.062179,101.387452
32,Morowali,94974,-2.484031,121.911621,92917,-2.382177,119.944564
33,Kuantan Singingi,29511,-0.452510,101.452890,34684,-4.003371,105.39169
34,Morowali,94974,-2.484031,121.911621,93753,-5.137606,122.956079
35,Murung Raya,73911,-0.285192,114.255040,79465,1.403274,109.325107
36,Murung Raya,73911,-0.285192,114.255040,76143,-1.180361,116.441559
37,Kuantan Singingi,29511,-0.452510,101.452890,21211,2.766106,99.047137
38,Kuantan Singingi,29511,-0.452510,101.452890,38956,-4.280434,103.446144
39,Murung Raya,73911,-0.285192,114.255040,78852,-1.350377,110.436354
40,Kuantan Singingi,29511,-0.452510,101.452890,20811,3.792181,98.385996
41,Murung Raya,73911,-0.285192,114.255040,79465,1.403274,109.325107
42,Kuantan Singingi,29511,-0.452510,101.452890,21411,2.256043,100.043743
43,Morowali,94974,-2.484031,121.911621,92711,-4.826803,120.052518
44,Murung Raya,73911,-0.285192,114.255040,76111,-1.267638,116.827905
45,Kuantan Singingi,29511,-0.452510,101.452890,28711,1.488894,102.264307
46,Kuantan Singingi,29511,-0.452510,101.452890,24261,5.16914,96.789803
47,Kuantan Singingi,29511,-0.452510,101.452890,20111,3.595196,98.672222
48,Morowali,94974,-2.484031,121.911621,96362,0.648322,122.494283
49,Morowali,94974,-2.484031,121.911621,95511,1.452365,125.184611
50,Kuantan Singingi,29511,-0.452510,101.452890,28911,1.950618,100.825648
51,Kuantan Singingi,29511,-0.452510,101.452890,25111,-0.939989,100.35412
52,Kuantan Singingi,29511,-0.452510,101.452890,23671,4.155772,96.504502
53,Kuantan Singingi,29511,-0.452510,101.452890,35111,-5.427139,105.257972
54,Kuantan Singingi,29511,-0.452510,101.452890,35367,-5.487725,105.119718
55,Kuantan Singingi,29511,-0.452510,101.452890,29511,-0.45251,101.45289
56,Murung Raya,73911,-0.285192,114.255040,71513,-1.747828,115.915417
57,Kuantan Singingi,29511,-0.452510,101.452890,28411,0.291466,101.143107
